"id"	"geneNum"	"description"	"gene"
112316	129	"Neuronal System"	"ABAT,ACTN2,ADCY2,ADCY8,AKAP5,ALDH2,AP2B1,AP2S1,ARHGEF9,CACNB3,CACNG2,CAMK2A,CAMKK1,CAMKK2,CHRNA6,CHRNA9,CHRNB2,CHRNB4,CHRND,COMT,CPLX1,CREB1,DBNL,EPB41,GABBR2,GABRA3,GABRA5,GABRB1,GABRB2,GABRR2,GJC1,GJD2,GLRA1,GLRA2,GLRA3,GLRB,GLS2,GLUL,GNAI2,GNAI3,GNAL,GNB1,GNG10,GNG11,GNG12,GNG13,GNG7,GNG8,GNGT1,GNGT2,GRIA1,GRIA3,GRIK3,GRIK4,GRM1,GRM5,HCN1,HCN3,HOMER1,HOMER3,HTR3C,KCNA1,KCNA2,KCNB1,KCNC2,KCNC4,KCND1,KCND3,KCNF1,KCNG1,KCNG3,KCNG4,KCNH6,KCNH8,KCNJ1,KCNJ12,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ8,KCNK10,KCNK18,KCNK2,KCNK6,KCNK7,KCNN3,KCNS2,KCNS3,KCNV1,KCNV2,LRFN1,LRRC4B,LRRTM1,LRRTM2,LRRTM3,MAOA,NCALD,NEFL,NLGN2,NLGN4X,PANX1,PICK1,PLCB3,PPFIA4,PPFIBP2,PRKAR2A,PRKAR2B,PRKCG,PTPRF,SLC17A7,SLC1A3,SLC22A2,SLC32A1,SLC38A1,SLC6A1,SLC6A11,SLC6A12,SLC6A4,SLITRK1,SLITRK2,SLITRK3,SLITRK4,SLITRK5,SLITRK6,SNAP25"
112382	33	"Formation of RNA Pol II elongation complex"	"AFF4,CCNT1,CCNT2,CDC73,CDK9,CTDP1,CTR9,EAF2,ELL,ERCC3,GTF2H1,GTF2H4,GTF2H5,IWS1,LOC478089,MLLT3,MNAT1,NCBP1,NCBP2,NELFA,NELFB,POLR2B,POLR2C,POLR2D,POLR2F,POLR2I,RTF1,SUPT16H,SUPT4H1,SUPT5H,SUPT6H,TCEA1,WDR61"
112399	22	"IRS-mediated signalling"	"AKT2,FGF10,FGF16,FGF18,FGF22,FGF4,FGF6,FGF7,FGF9,FGFR1,FGFR2,FGFR4,FRS2,GRB2,PIK3C3,PIK3CA,PIK3R1,PIK3R2,PIK3R4,PTPN11,TLR9,TRIB3"
112409	13	"RAF-independent MAPK1/3 activation"	"CDK1,DUSP10,DUSP2,DUSP5,DUSP6,DUSP7,DUSP9,IL6R,JAK2,MAP2K1,MAP2K2,MAPK1,PTPN11"
112411	5	"MAPK1 (ERK2) activation"	"IL6R,JAK2,MAP2K2,MAPK1,PTPN11"
112412	1	"SOS-mediated signalling"	"GRB2"
113418	18	"Formation of the Early Elongation Complex"	"CTDP1,ERCC3,GTF2H1,GTF2H4,GTF2H5,LOC478089,MNAT1,NCBP1,NCBP2,NELFA,NELFB,POLR2B,POLR2C,POLR2D,POLR2F,POLR2I,SUPT4H1,SUPT5H"
113501	2	"Inhibition of replication initiation of damaged DNA by RB1/E2F1"	"POLA2,PRIM2"
113510	2	"E2F mediated regulation of DNA replication"	"POLA2,PRIM2"
114452	7	"Activation of BH3-only proteins"	"BCL2L11,DYNLL1,PMAIP1,SFN,YWHAB,YWHAH,YWHAZ"
114508	13	"Effects of PIP2 hydrolysis"	"ABHD6,DAGLB,DGKA,DGKB,DGKE,DGKQ,ITPR1,ITPR2,PRKCD,PRKCE,PRKCH,PRKCQ,TRPC3"
114516	3	"Disinhibition of SNARE formation"	"PRKCG,STX4,STXBP3"
114604	16	"GPVI-mediated activation cascade"	"LOC100856339,LOC403934,PIK3CA,PIK3CG,PIK3R1,PIK3R2,PIK3R5,PIK3R6,PLCG2,PTPN11,PTPN6,RAC2,RHOA,RHOB,RHOG,VAV1"
114608	57	"Platelet degranulation"	"ACTN1,ACTN2,ACTN4,AHSG,ANXA5,APLP2,APOH,APOOL,CANT1,CD36,CD63,CDC37L1,CFD,CHID1,CLU,CTSW,CYB5R1,CYRIB,F5,FAM3C,GTPBP2,HGF,IGF1,LAMP2,LOC100683370,LOC100685620,LOC102152706,LOC477699,LOC490387,LY6G6F,MMRN1,PDGFB,PLEK,PPBP,PSAP,RAB27B,RARRES2,SCG3,SELP,SERPINA1,SERPINE1,SERPINF2,SPARC,STXBP2,TAGLN2,TEX264,TGFB2,TGFB3,THBS1,TIMP3,TLN1,TMX3,TOR4A,TUBA4A,VEGFA,VEGFD,WDR1"
139853	7	"Elevation of cytosolic Ca2+ levels"	"ITPR1,ITPR2,P2RX2,P2RX3,P2RX4,P2RX5,TRPC3"
140179	2	"Amine Oxidase reactions"	"MAOA,SMOX"
140180	1	"COX reactions"	"PTGS1"
140342	6	"Apoptosis induced DNA fragmentation"	"CASP3,DFFB,HMGB1,HMGB2,KPNA1,KPNB1"
140534	6	"Caspase activation via Death Receptors in the presence of ligand"	"CASP8,FAS,FASLG,RIPK1,TRADD,TRAF2"
140834	2	"Extrinsic Pathway of Fibrin Clot Formation"	"F3,TFPI"
140837	11	"Intrinsic Pathway of Fibrin Clot Formation"	"C1QBP,F11,F2,KLKB1,LOC477699,PRCP,PROC,SERPINA5,SERPINC1,SERPIND1,SERPINE2"
140875	9	"Common Pathway of Fibrin Clot Formation"	"F13B,F2,F5,PROC,PROCR,SERPINA5,SERPINC1,SERPIND1,SERPINE2"
140877	16	"Formation of Fibrin Clot (Clotting Cascade)"	"C1QBP,F11,F13B,F2,F3,F5,KLKB1,LOC477699,PRCP,PROC,PROCR,SERPINA5,SERPINC1,SERPIND1,SERPINE2,TFPI"
141333	1	"Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB"	"MAOA"
141334	1	"PAOs oxidise polyamines to amines"	"SMOX"
141405	14	"Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components"	"ANAPC10,ANAPC11,ANAPC16,ANAPC4,ANAPC5,ANAPC7,CDC16,CDC20,CDC23,CDC26,CDC27,UBE2C,UBE2D1,UBE2E1"
141424	48	"Amplification of signal from the kinetochores"	"AURKB,CDC20,CDCA8,CENPA,CENPC,CENPL,CENPM,CENPN,CENPP,CKAP5,DSN1,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNLL1,ITGB3BP,KIF18A,KNL1,MAD1L1,MIS12,NDC80,NSL1,NUDC,NUF2,NUP107,NUP133,NUP37,NUP43,NUP98,PAFAH1B1,PPP2CB,PPP2R1A,PPP2R5A,PPP2R5B,PPP2R5D,PPP2R5E,RPS27,SEC13,SGO2,SKA1,SKA2,SPC24,SPC25,TAOK1,XPO1,ZW10,ZWINT"
141430	14	"Inactivation of APC/C via direct inhibition of the APC/C complex"	"ANAPC10,ANAPC11,ANAPC16,ANAPC4,ANAPC5,ANAPC7,CDC16,CDC20,CDC23,CDC26,CDC27,UBE2C,UBE2D1,UBE2E1"
141444	48	"Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal"	"AURKB,CDC20,CDCA8,CENPA,CENPC,CENPL,CENPM,CENPN,CENPP,CKAP5,DSN1,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNLL1,ITGB3BP,KIF18A,KNL1,MAD1L1,MIS12,NDC80,NSL1,NUDC,NUF2,NUP107,NUP133,NUP37,NUP43,NUP98,PAFAH1B1,PPP2CB,PPP2R1A,PPP2R5A,PPP2R5B,PPP2R5D,PPP2R5E,RPS27,SEC13,SGO2,SKA1,SKA2,SPC24,SPC25,TAOK1,XPO1,ZW10,ZWINT"
156580	45	"Phase II - Conjugation of compounds"	"ABHD10,ABHD14B,ACSM5,BPNT1,BPNT2,CNDP2,COMT,ESD,GCLC,GGCT,GGT6,GGT7,GSS,GSTA4,GSTK1,GSTO1,GSTP1,GSTT2B,GSTZ1,LOC477556,LOC479822,LOC479911,LOC482182,MAT1A,MAT2A,MAT2B,MGST1,MTRR,NNMT,PAPSS1,PODXL2,SLC26A1,SLC26A2,SLC35B3,SLC35D1,SULT1A1,SULT1B1,SULT1C4,SULT2B1,SULT4A1,TPMT,TPST2,TRMT112,UGDH,UGT2B31"
156581	9	"Methylation"	"COMT,GSTO1,MAT1A,MAT2A,MAT2B,MTRR,NNMT,TPMT,TRMT112"
156584	15	"Cytosolic sulfonation of small molecules"	"ABHD14B,BPNT1,BPNT2,LOC482182,PAPSS1,PODXL2,SLC26A1,SLC26A2,SLC35B3,SULT1A1,SULT1B1,SULT1C4,SULT2B1,SULT4A1,TPST2"
156587	2	"Amino Acid conjugation"	"ACSM5,LOC479822"
156588	4	"Glucuronidation"	"ABHD10,SLC35D1,UGDH,UGT2B31"
156590	16	"Glutathione conjugation"	"CNDP2,ESD,GCLC,GGCT,GGT6,GGT7,GSS,GSTA4,GSTK1,GSTO1,GSTP1,GSTT2B,GSTZ1,LOC477556,LOC479911,MGST1"
156711	2	"Polo-like kinase mediated events"	"CDC25C,WEE1"
156827	60	"L13a-mediated translational silencing of Ceruloplasmin expression"	"EIF2S1,EIF3A,EIF3D,EIF3E,EIF3G,EIF3J,EIF3K,EIF3L,EIF3M,EIF4A2,EIF4B,LOC100682542,LOC100685611,LOC100685924,LOC100686103,LOC100687285,LOC100687749,LOC106558887,LOC479795,LOC608703,PABPC1,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL18,RPL23,RPL26,RPL27,RPL28,RPL31,RPL32,RPL35A,RPL36AL,RPL37,RPL6,RPL7,RPL8,RPL9,RPLP0,RPLP2,RPS10,RPS12,RPS18,RPS20,RPS21,RPS23,RPS24,RPS27,RPS27A,RPS3,RPS3A,RPS4X,RPS5,RPS6,RPS8,UBA52"
156842	3	"Eukaryotic Translation Elongation"	"EEF1A1,EEF1G,EEF2"
156902	1	"Peptide chain elongation"	"EEF2"
157118	3	"Signaling by NOTCH"	"ELF3,TMED2,YWHAZ"
157579	41	"Telomere Maintenance"	"FEN1,H2AC18,H2AC19,H2AC20,H2AC6,H2AC8,H2AJ,H2AX,H2AZ2,H2BC11,H2BC13,H2BC14,H2BC15,H2BC3,H2BC4,H2BC5,H2BC6,H2BC8,H2BC9,H2BU1,H3C1,H3C7,H4-16,H4C8,H4C9,PCNA,POLA2,POLD2,POLD3,POLE,POLE3,POT1,PRIM2,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,TERF2IP,TINF2"
157858	17	"Gap junction trafficking and regulation"	"ACTB,CLTA,CLTB,CLTC,DNM2,GJA3,GJA4,GJA5,GJA8,GJA9,GJB1,GJB2,GJB4,GJB5,GJB6,GJC1,GJD2"
159227	18	"Transport of the SLBP independent Mature mRNA"	"AAAS,ALYREF,NCBP1,NCBP2,NDC1,NUP107,NUP133,NUP188,NUP35,NUP37,NUP42,NUP43,NUP58,NUP62,NUP88,NUP98,RAE1,SEC13"
159230	19	"Transport of the SLBP Dependant Mature mRNA"	"AAAS,ALYREF,NCBP1,NCBP2,NDC1,NUP107,NUP133,NUP188,NUP35,NUP37,NUP42,NUP43,NUP58,NUP62,NUP88,NUP98,RAE1,SEC13,SLBP"
159231	23	"Transport of Mature mRNA Derived from an Intronless Transcript"	"AAAS,ALYREF,CPSF2,CPSF3,CPSF4,NCBP1,NCBP2,NDC1,NUP107,NUP133,NUP188,NUP35,NUP37,NUP42,NUP43,NUP58,NUP62,NUP88,NUP98,RAE1,SEC13,SYMPK,WDR33"
159234	24	"Transport of Mature mRNAs Derived from Intronless Transcripts"	"AAAS,ALYREF,CPSF2,CPSF3,CPSF4,NCBP1,NCBP2,NDC1,NUP107,NUP133,NUP188,NUP35,NUP37,NUP42,NUP43,NUP58,NUP62,NUP88,NUP98,RAE1,SEC13,SLBP,SYMPK,WDR33"
159236	39	"Transport of Mature mRNA derived from an Intron-Containing Transcript"	"AAAS,ALYREF,CASC3,CHTOP,DHX38,EIF4A3,FYTTD1,NCBP1,NCBP2,NDC1,NUP107,NUP133,NUP188,NUP35,NUP37,NUP42,NUP43,NUP58,NUP62,NUP88,NUP98,RAE1,RBM8A,RNPS1,SEC13,SRSF2,SRSF3,SRSF5,SRSF6,SRSF7,SRSF9,THOC1,THOC2,THOC5,THOC6,U2AF1,U2AF1L4,U2AF2,UPF3B"
159418	4	"Recycling of bile acids and salts"	"ABCB11,NCOA2,NR1H4,STARD5"
159424	2	"Conjugation of carboxylic acids"	"ACSM5,LOC479822"
159740	2	"Gamma-carboxylation of protein precursors"	"F2,PROC"
159763	2	"Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus"	"F2,PROC"
159782	2	"Removal of aminoterminal propeptides from gamma-carboxylated proteins"	"F2,PROC"
159854	2	"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins"	"F2,PROC"
162582	1065	"Signal Transduction"	"ABCA1,ABHD6,ABI2,ABL1,ABR,ACKR1,ACKR2,ACKR3,ACKR4,ACTB,ACTN2,ACVR2A,ACVRL1,ADAM17,ADCY2,ADCY8,ADGRE3,ADGRE5,ADH4,ADM2,ADORA1,ADORA2A,ADORA3,ADRA2B,AGT,AGTR1,AKR1C3,AKT1S1,AKT2,AKT3,ALDH1A2,ALDH1A3,ALDH8A1,AMER1,AMOT,AMOTL1,ANOS1,ANXA1,AP2B1,AP2S1,APBB1IP,APH1A,APLNR,APOA2,APOM,ARAP3,AREG,ARF6,ARHGAP1,ARHGAP10,ARHGAP12,ARHGAP15,ARHGAP19,ARHGAP24,ARHGAP26,ARHGAP28,ARHGAP29,ARHGAP30,ARHGAP31,ARHGAP35,ARHGAP4,ARHGAP44,ARHGAP5,ARHGAP6,ARHGDIA,ARHGDIB,ARHGEF1,ARHGEF12,ARHGEF15,ARHGEF16,ARHGEF25,ARHGEF26,ARHGEF33,ARHGEF37,ARHGEF40,ARHGEF5,ARHGEF6,ARHGEF9,ARPC1B,ATF1,ATF2,ATP1B4,ATP6V0A1,ATP6V0A2,ATP6V0A4,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0D2,ATP6V1A,ATP6V1B2,ATP6V1C2,ATP6V1E1,ATP6V1E2,ATP6V1F,ATP6V1G2,ATP6V1G3,ATP6V1H,AURKB,AVP,AVPR1A,AVPR2,AWAT2,AXIN2,BAG4,BAMBI,BCL2L11,BCL9,BCL9L,BCO2,BDKRB2,BIRC2,BIRC3,BMI1,BMP10,BMP2,BMPR1A,BMPR1B,BRAP,BRS3,BTC,C3AR1,C5AR2,CAB39,CAB39L,CAFA-T2R43,CALCA,CALCR,CALCRL,CAMK2A,CAMKK1,CAMKK2,CASP2,CASP3,CASP8,CASR,CAV1,CAV2,CBX8,CCKAR,CCL16,CCL17,CCL22,CCL23,CCL25,CCL27,CCL28,CCL4,CCNT1,CCNT2,CCR10,CCR2,CCR4,CCR5,CCR6,CCR8,CCR9,CCRL2,CD28,CD80,CD86,CDC20,CDC25C,CDC37,CDC42EP2,CDC42EP3,CDC42EP5,CDC73,CDCA8,CDH1,CDK1,CDK8,CDK9,CDKN1A,CDON,CENPA,CENPC,CENPL,CENPM,CENPN,CENPP,CER1,CFTR,CGA,CHEK1,CHN2,CHRDL1,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CHUK,CILP,CITED1,CKAP5,CLIP3,CLIP4,CLPS,CLTA,CLTB,CLTC,CMA1,CMKLR1,CNR1,CNR2,COL5A2,COL5A3,COL6A1,COL6A6,CPT1A,CPT1B,CREB1,CRHR2,CRKL,CSF2,CSF2RB,CSK,CSNK1A1,CSNK2A1,CSNK2A2,CTBP2,CTNNA1,CTNNB1,CUL1,CUL5,CXCL10,CXCL13,CXCL16,CXCL8,CXCR1,CXCR4,CXCR5,CXCR6,CYBA,CYBB,CYLD,CYSLTR1,DAAM1,DAGLB,DEPDC1B,DERL2,DGKA,DGKB,DGKE,DGKQ,DHRS3,DHRS4,DHRS9,DIAPH2,DISP2,DKK2,DKK4,DLC1,DNAJB1,DNAL4,DRD1,DRD5,DSN1,DUSP10,DUSP2,DUSP5,DUSP6,DUSP7,DUSP9,DVL1,DVL2,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNLL1,E2F4,EDN1,EDN2,EED,EEF2K,EFCAB7,EIF4B,EIF4EBP1,ELF3,ELMO1,EPN1,EPS15L1,ESR1,ESR2,ESRP2,EVC,EVL,EZH2,F2,F2RL1,FAM13A,FAM13B,FAS,FASLG,FES,FFAR1,FFAR2,FGD4,FGF10,FGF16,FGF18,FGF22,FGF4,FGF6,FGF7,FGF9,FGFBP1,FGFBP3,FGFR1,FGFR2,FGFR4,FKBP4,FKBP5,FLRT1,FLRT2,FLRT3,FLT1,FMNL3,FNTA,FNTB,FOS,FOXO3,FOXO4,FPR2,FRS2,FRS3,FSHB,FSTL3,FUZ,FYN,FZD1,FZD3,FZD5,FZD6,GABBR2,GALNT3,GALR2,GAS1,GAST,GATA3,GATAD2A,GDF2,GFRA1,GGA3,GHRL,GIPR,GLI1,GLI3,GNA12,GNA14,GNAI2,GNAI3,GNAL,GNAO1,GNAT1,GNAZ,GNB1,GNG10,GNG11,GNG12,GNG13,GNG7,GNG8,GNGT1,GNGT2,GNRH1,GPBAR1,GPER1,GPR132,GPR161,GPR176,GPR18,GPR20,GPR35,GPR37,GPR39,GPR4,GPR55,GPR65,GPR83,GPR84,GPRC6A,GPSM2,GRAP2,GRB2,GRB7,GREM2,GRK2,GRM1,GRM2,GRM5,GRM6,GRM8,GRPR,GSK3B,GTF2A2,GUCA1B,H2AC18,H2AC19,H2AC20,H2AC6,H2AC8,H2AJ,H2AX,H2AZ2,H2BC11,H2BC13,H2BC14,H2BC15,H2BC3,H2BC4,H2BC5,H2BC6,H2BC8,H2BC9,H2BU1,H3-3A,H3-3B,H3C1,H3C13,H3C7,H4-16,H4C8,H4C9,HCAR1,HCRT,HCRTR1,HCRTR2,HDAC3,HEBP1,HGF,HGS,HHAT,HIF1A,HNRNPF,HPN,HRH1,HRH4,HSD17B6,HSP90AB1,HSPB1,HTR1E,HTR1F,HTR2B,HTR5A,IAPP,ICOS,IFT172,IFT52,IFT57,IFT88,IGF1,IGF1R,IGFALS,IKBKB,IL6R,INHBA,INS,INTU,IQGAP1,IQGAP2,IRAK1,IRAK4,ITGB3BP,ITPR1,ITPR2,ITSN1,JAK2,JUN,JUP,KAT5,KDM4C,KDR,KIF18A,KIF5A,KIF5B,KIT,KITLG,KLC3,KLC4,KNL1,KSR2,LAMTOR1,LAMTOR3,LATS1,LATS2,LEF1,LIMK1,LOC100684060,LOC100856339,LOC100856533,LOC102155886,LOC111089962,LOC403585,LOC403934,LOC477570,LOC477699,LOC478702,LOC479600,LOC480600,LOC480601,LOC489082,LOC608051,LOC751814,LPAR2,LPAR3,LPAR4,LPAR5,LRAT,LRP6,LRRK2,LYN,MAD1L1,MADD,MAG,MAP2K1,MAP2K2,MAP3K11,MAP3K7,MAPK1,MAPK13,MAPK14,MAPKAP1,MAPKAPK5,MBD3,MC4R,MC5R,MCHR1,MED1,MEN1,MIS12,MKS1,MLNR,MLST8,MMP3,MOB1A,MTA2,MTOR,MYD88,NCBP1,NCBP2,NCF1,NCF2,NCF4,NCK1,NCK2,NCKAP1,NCOA2,NDC80,NEDD4,NEFL,NF2,NFKBIA,NLK,NMT1,NPB,NPY,NPY1R,NRAS,NRP1,NRP2,NRTN,NSL1,NTF4,NTRK2,NTS,NTSR1,NTSR2,NUDC,NUF2,NUP107,NUP133,NUP37,NUP43,NUP98,OPN1SW,OPRK1,OPRL1,OR10A4,OR10A5D,OR10A5E,OR10A5F,OR10C1,OR10D4,OR10G9,OR10G9C,OR10J14,OR10K1,OR10K2,OR10Q1,OR10T2,OR10V1,OR10Z1,OR11H6,OR13A1,OR13C11C,OR13C2,OR13C8,OR13F1B,OR13J1,OR14J1,OR1A1,OR1K1,OR1L6,OR1P1,OR2A12,OR2A25,OR2A5,OR2AE1,OR2AG2,OR2C1,OR2F1,OR2F1D,OR2L17,OR2L3,OR2L3B,OR2L5,OR2L5C,OR2M9,OR2T2,OR2T27,OR2T4C,OR2T4D,OR2V1,OR4A47,OR4C10,OR4C10C,OR4C15,OR4C6,OR4D11,OR4D5,OR4D9,OR4D9C,OR4K1,OR4K5,OR4K5B,OR4L1,OR4N2B,OR4N5,OR4S1,OR4S2,OR51A4,OR51B5,OR51G2,OR52A1,OR52B2,OR52E5,OR52J3,OR52W1,OR56A3E,OR5A2,OR5AC26,OR5AP2,OR5AS1,OR5B2,OR5B3,OR5B3B,OR5D18,OR5J2,OR5M10,OR5M3,OR5M8,OR6B2,OR6B2D,OR6C1K,OR6C4,OR6C74,OR6F1,OR6K2,OR6N2,OR6Q1,OR6S1,OR7A23,OR7A63,OR7C1B,OR7D4,OR8B12,OR8D4,OR8S1,OR8U3,OR8U8,OR8U9,OR9A4,OR9G1,OR9I1,OR9Q3,OR9Q4,OS9,OTUD3,OTUD7B,OTULIN,P2RY1,P2RY2,P4HB,PAFAH1B1,PAG1,PAK2,PAK3,PARD6A,PCSK6,PDE1A,PDE1B,PDE4A,PDE4D,PDE6B,PDE6G,PDE7A,PDE7B,PDGFB,PDGFD,PDGFRA,PDYN,PHC2,PHLPP2,PIK3C3,PIK3CA,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R4,PIK3R5,PIK3R6,PIN1,PIP4K2A,PIP4K2B,PIP5K1A,PIP5K1B,PLA2G4A,PLAT,PLCB3,PLCB4,PLEKHG2,PLXNB1,PMCH,PMEPA1,PNOC,POLR2B,POLR2C,POLR2D,POLR2F,POLR2I,POU2F1,PPARD,PPBP,PPM1A,PPP2CB,PPP2R1A,PPP2R5A,PPP2R5B,PPP2R5D,PPP2R5E,PPP3CA,PPP3CB,PPY,PREX2,PRICKLE1,PRKAA2,PRKAB1,PRKAB2,PRKAR2A,PRKAR2B,PRKCD,PRKCE,PRKCG,PRKCH,PRKCQ,PRKCZ,PRLHR,PRMT1,PROK1,PROKR2,PSAP,PSEN1,PSENEN,PSMA3,PSMA6,PSMA8,PSMB11,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB8,PSMB9,PSMC1,PSMC2,PSMC4,PSMD10,PSMD11,PSMD12,PSMD13,PSMD2,PSMD3,PSMD4,PSMD7,PSMD8,PSMD9,PSME2,PSME4,PSMF1,PTAFR,PTGDR,PTGDR2,PTGER4,PTGFR,PTGIR,PTH,PTH1R,PTHLH,PTK2B,PTPN1,PTPN11,PTPN3,PTPN6,PTPRA,PTPRU,PYGO2,QRFP,RAC2,RACK1,RAF1,RALBP1,RALGDS,RAP1B,RAPGEF1,RAPGEF2,RARG,RASA1,RASA3,RASAL2,RASGEF1A,RASGRF2,RASGRP3,RBBP4,RBCK1,RBP2,RDH10,RDH11,RDH13,RDH14,RDH16,RDH5,REEP1,REEP2,REEP4,RGS1,RGS12,RGS16,RGS17,RGS18,RGS19,RGS4,RGS5,RGS9,RGS9BP,RHEB,RHOA,RHOB,RHOBTB1,RHOD,RHOF,RHOG,RHOJ,RHOT1,RHOU,RHOV,RHPN1,RING1,RIPK1,RIPK2,RLBP1,RNF146,RNF31,RPS27,RPS27A,RPS6,RPS6KB1,RPS6KB2,RPTOR,RRAGB,RRAGC,RRH,RSPO1,RSPO2,RTKN,RTP3,RTP4,RTP5,RUVBL1,RXRG,S1PR3,S1PR4,S1PR5,SALL4,SAV1,SCMH1,SDR16C5,SDR9C7,SEC13,SEL1L,SEPTIN7,SFN,SGO2,SH2B3,SH2D2A,SHC1,SHH,SKA1,SKA2,SKIL,SMAD1,SMAD2,SMAD3,SMAD5,SMAD6,SMAD9,SMO,SMPD3,SNX3,SOST,SOX2,SOX3,SPC24,SPC25,SPINT1,SPINT2,SPOP,SPOPL,SPP1,SPRED1,SPRED2,SPRY2,SPTBN2,SPTBN4,SRF,SRGAP1,SRGAP2,SRGAP3,SST,SSTR1,SSTR2,SSTR3,SSTR5,STAM,STARD13,STAT3,STAT5A,STAT6,STK3,STK4,STRADA,STRADB,STUB1,SUFU,SYDE1,TAB2,TAB3,TAC1,TAC3,TAGAP,TAOK1,TAS2R1,TAS2R10,TAS2R3,TAS2R40,TAS2R41,TAS2R42,TAS2R5,TAS2R7,TAX1BP3,TBL1X,TBL1XR1,TBP,TBXA2R,TCIRG1,TEK,TFDP2,TGFBR2,TGIF1,TGIF2,THBS1,THBS3,TIAL1,TIAM1,TLE2,TLN1,TLR9,TMED2,TMED5,TNF,TNFAIP3,TNFRSF1A,TNKS,TRADD,TRAF2,TRAT1,TRH,TRHR,TRIB3,TRPC3,TTC21B,TTR,TUBA4A,TUBB3,TUBB4A,TUBB4B,TUBB6,TULP3,UBA52,UBB,UBC,UBE2D1,UCN,UCN3,ULK3,USP13,USP2,USP21,USP4,USP7,USP8,UTS2R,VAV1,VEGFA,VEGFD,VPS26A,VPS35,VRK3,WASF1,WASF2,WASF3,WASL,WDR83,WIPF1,WIPF2,WLS,WNT1,WNT10A,WNT11,WNT2,WNT2B,WNT4,WNT5A,WNT5B,WNT6,WNT7A,WNT9B,WWP1,XCR1,XIAP,XPO1,YWHAB,YWHAH,YWHAZ,YY1,ZDHHC21,ZDHHC7,ZFYVE9,ZNRF3,ZW10,ZWINT"
162658	2	"Golgi Cisternae Pericentriolar Stack Reorganization"	"GORASP1,RAB1A"
162699	1	"Synthesis of dolichyl-phosphate mannose"	"DPM1"
162710	7	"Synthesis of glycosylphosphatidylinositol (GPI)"	"PIGC,PIGF,PIGG,PIGH,PIGN,PIGP,PIGW"
162791	3	"Attachment of GPI anchor to uPAR"	"PIGK,PIGS,PIGU"
163125	32	"Post-translational modification: synthesis of GPI-anchored proteins"	"ALPL,ART4,CD52,CNTN3,DPM1,GPIHBP1,GPLD1,LOC476816,LY6D,LY6E,LY6G6C,LYPD1,LYPD2,LYPD4,MDGA1,NRN1,PIGC,PIGF,PIGG,PIGH,PIGK,PIGN,PIGP,PIGS,PIGU,PIGW,PRND,PSCA,RECK,RTN4RL1,TECTB,THY1"
163200	52	"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins."	"ACAD9,ATP5F1D,ATP5MC1,ATP5MC3,ATP5ME,ATP5PO,ATP6,ATP8,COQ10A,ECSIT,ETFA,ETFDH,LOC102151856,ND1,ND2,ND3,ND4,ND5,ND6,NDUFA11,NDUFA12,NDUFA2,NDUFA3,NDUFA5,NDUFA8,NDUFA9,NDUFAB1,NDUFAF1,NDUFAF2,NDUFAF3,NDUFAF4,NDUFAF5,NDUFAF6,NDUFAF7,NDUFB10,NDUFB11,NDUFB3,NDUFB4,NDUFB7,NDUFB8,NDUFB9,NDUFC2,NDUFS2,NDUFS6,NDUFS7,NDUFS8,NDUFV1,NDUFV3,SLC25A14,SLC25A27,TIMMDC1,TMEM126B"
163210	8	"Formation of ATP by chemiosmotic coupling"	"ATP5F1D,ATP5MC1,ATP5MC3,ATP5ME,ATP5PO,ATP6,ATP8,LOC102151856"
163282	2	"Mitochondrial transcription initiation"	"TFAM,TFB2M"
163358	1	"PKA-mediated phosphorylation of key metabolic factors"	"MLXIPL"
163359	2	"Glucagon signaling in metabolic regulation"	"PRKAR2A,PRKAR2B"
163560	6	"Triglyceride catabolism"	"FABP1,FABP12,FABP3,FABP4,FABP7,PNPLA5"
163615	4	"PKA activation"	"ADCY2,ADCY8,PRKAR2A,PRKAR2B"
163680	5	"AMPK inhibits chREBP transcriptional activation activity"	"ADIPOQ,ADIPOR1,ADIPOR2,PRKAA2,PRKAB2"
