"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0005048"	1	"signal sequence binding"	"Interacting selectively and non-covalently with a signal sequence, a specific peptide sequence found on protein precursors or mature proteins that dictates where the mature protein is localized."	"AP2M1"
"GO:0005049"	5	"nuclear export signal receptor activity"	"Combining with a nuclear export signal (NES) on a cargo to be transported, to mediate transport of a the cargo through the nuclear pore, from the nuclear lumen to the cytoplasm. The cargo can be either a RNA or a protein."	"EIF4ENIF1,NUP214,RAN,XPO4,XPO6"
"GO:0005055"	2	"laminin receptor activity"	"Combining with a laminin, a glycoprotein that constitutes the majority of proteins in the basement membrane, to initiate a change in cell activity."	"BCAM,RPSA"
"GO:0005068"	4	"transmembrane receptor protein tyrosine kinase adaptor activity"	"The binding activity of a molecule that brings together a transmembrane receptor protein tyrosine kinase and one or more other molecules, permitting them to function in a coordinated way."	"DOK2,FRS2,GAB2,STAP1"
"GO:0005078"	7	"MAP-kinase scaffold activity"	"The binding activity of a molecule that functions as a physical support for the assembly of a multiprotein mitogen-activated protein kinase (MAPK) complex. Binds multiple kinases of the MAPKKK cascade, and also upstream signaling proteins, permitting those molecules to function in a coordinated way. Bringing together multiple enzymes and their substrates enables the signal to be transduced quickly and efficiently."	"AKAP13,IQGAP1,KSR1,MAP2K1,MAPK8IP1,MAPK8IP2,MAPK8IP3"
"GO:0005080"	20	"protein kinase C binding"	"Interacting selectively and non-covalently with protein kinase C."	"ABL1,ADCY4,ADCY6,CCDC88A,DSP,HDAC7,HDAC9,HSPB1,ITGAV,LDB3,MARCKS,PKN1,PKP2,PRKCB,PRKD2,SQSTM1,TOP2A,TOP2B,TWF2,YWHAG"
"GO:0005085"	171	"guanyl-nucleotide exchange factor activity"	"Stimulates the exchange of guanyl nucleotides associated with a GTPase. Under normal cellular physiological conditions, the concentration of GTP is higher than that of GDP, favoring the replacement of GDP by GTP in association with the GTPase."	"A0A5F4CEM8,ABR,ADRB1,AKAP13,ALS2,ARFGEF1,ARFGEF2,ARFGEF3,ARHGEF1,ARHGEF10,ARHGEF10L,ARHGEF11,ARHGEF12,ARHGEF15,ARHGEF16,ARHGEF17,ARHGEF18,ARHGEF19,ARHGEF2,ARHGEF25,ARHGEF26,ARHGEF28,ARHGEF3,ARHGEF33,ARHGEF37,ARHGEF38,ARHGEF39,ARHGEF4,ARHGEF40,ARHGEF5,ARHGEF6,ARHGEF7,ARHGEF9,BCAR3,BCR,C11H9orf72,CCDC88A,CYTH1,CYTH2,CYTH3,CYTH4,DENND1A,DENND1B,DENND1C,DENND2A,DENND2B,DENND2C,DENND2D,DENND4A,DENND4B,DENND4C,DENND5A,DENND5B,DENND6A,DENND6B,DIS3,DNMBP,DOCK1,DOCK10,DOCK11,DOCK2,DOCK3,DOCK4,DOCK5,DOCK6,DOCK7,DOCK8,DOCK9,ECT2,ECT2L,EGF,EIF2B4,ELMO1,EPS8L1,EPS8L2,FARP2,FBXO8,FGD1,FGD2,FGD3,FGD4,FGD5,FGD6,FLCN,FNIP1,GAPVD1,GBF1,IQSEC1,IQSEC2,IQSEC3,ITSN2,KALRN,LAMTOR2,LAMTOR3,LOC100856005,LOC100856635,LOC102156989,MADD,MCF2,MCF2L,MCF2L2,MON1A,MYCBP2,NET1,NGEF,PLCE1,PLEKHG1,PLEKHG2,PLEKHG3,PLEKHG4,PLEKHG4B,PLEKHG5,PLEKHG6,PREB,PREX1,PREX2,PSD,PSD2,PSD3,PSD4,RAB3GAP1,RAB3GAP2,RAB3IL1,RAB3IP,RALGDS,RALGPS1,RALGPS2,RANGRF,RAPGEF1,RAPGEF2,RAPGEF3,RAPGEF4,RAPGEF5,RAPGEF6,RAPGEFL1,RASGEF1A,RASGEF1B,RASGEF1C,RASGRF1,RASGRF2,RASGRP1,RASGRP2,RASGRP3,RASGRP4,RCC1L,RGL1,RGL2,RGL3,RGP1,RIC1,RIN3,RINL,RPGR,SBF1,SBF2,SH2D3A,SH2D3C,SH3BP5,SH3BP5L,SMCR8,SOS1,SOS2,SPATA13,THG1L,TIAM1,TIAM2,TRIO,VAV1,VAV2,VAV3,WDR41"
"GO:0005092"	6	"GDP-dissociation inhibitor activity"	"Prevents the dissociation of GDP from a GTPase, thereby preventing GTP from binding."	"CCDC88A,CHM,ITGB1BP1,RGS14,SESN2,SH3BP4"
"GO:0005093"	2	"Rab GDP-dissociation inhibitor activity"	"Prevents the dissociation of GDP from the small GTPase Rab, thereby preventing GTP from binding."	"A0A5F4C2K9,GDI1"
"GO:0005094"	2	"Rho GDP-dissociation inhibitor activity"	"Prevents the dissociation of GDP from the small GTPase Rho, thereby preventing GTP from binding."	"ARHGDIA,ARHGDIG"
"GO:0005095"	2	"GTPase inhibitor activity"	"Stops, prevents or reduces the activity of any enzyme that catalyzes the hydrolysis of GTP to GDP and orthophosphate."	"PDE6D,SLIT2"
"GO:0005096"	107	"GTPase activator activity"	"Binds to and increases the activity of a GTPase, an enzyme that catalyzes the hydrolysis of GTP."	"A0A5F4C2K9,A0A5F4D5W1,ACAP1,ACAP2,ACAP3,ADAP1,ADAP2,ADGRB3,AGAP1,AGAP2,AGAP3,AGFG1,AGFG2,ARAP1,ARAP2,ARAP3,ARFGAP1,ARFGAP3,ARHGAP10,ARHGAP12,ARHGAP15,ARHGAP18,ARHGAP20,ARHGAP21,ARHGAP23,ARHGAP24,ARHGAP26,ARHGAP27,ARHGAP33,ARHGAP35,ARHGAP42,ARHGAP6,ARRB1,CDC42EP2,CHM,CHN1,DAB2IP,DEPDC5,ELMOD2,ELMOD3,EVI5L,GDI1,GDI2,GIT1,GIT2,GMIP,GNAQ,HTR2B,J9PBE4,LARS1,LOC100856294,LRRK2,MTSS2,MYO9A,MYO9B,NF1,NPRL2,NPRL3,NRP1,OCRL,PGAM5,PLCB1,RABEP1,RABEP2,RABGAP1L,RACGAP1,RALBP1,RALGAPA1,RALGAPA2,RALGAPB,RAP1GAP2,RAP1GDS1,RASA1,RASA2,RASA3,RASA4B,RASAL1,RASAL2,RGS1,RGS10,RGS12,RGS14,RGS16,RGS18,RGS2,RGS4,RGS6,RGS8,RIN1,RIN2,RP2,SMAP2,SRGAP1,SRGAP2,STARD13,SYNGAP1,TBC1D13,TBC1D15,TBC1D16,TBC1D25,TBC1D7,TBC1D9,TBC1D9B,TBCD,TSC2,USP6NL,WNT11"
"GO:0005102"	83	"signaling receptor binding"	"Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."	"ABCA1,ANGPTL1,APP,AR,BAG6,C1QL1,C1QTNF2,CADM1,CAPRIN2,CAV1,CD2,CNTFR,CTNND1,DDX54,DMTN,DNAJB11,EPHB2,F2,F2R,FGA,FGB,FGG,FKBP1B,GIPC1,GLA,GSK3A,HNF4A,HRG,IL17RC,ITPRID1,ITPRID2,JAK2,KNG1,LAMA1,LAMA2,LAMA3,LAMA4,LBP,LEPROT,LGI1,LPL,MCHR1,MSN,MTSS1,MYO1C,NRIP1,OBP2B,PANX1,PDPN,PEX14,PLAUR,PLG,PPARGC1A,PTPA,PTPRC,RAB8B,RARA,RARRES2,RASA1,RIPK2,RND1,RSPO2,SCP2,SCYL2,SERPINE1,SERPINE2,SLC9A3R2,SMARCD3,SRPX2,SSTR3,STX1B,TESPA1,TGFB2,TIGIT,TLR4,TRAF3IP2,TRDN,TRPC1,WNT1,WNT4,WNT7B,WNT8A,ZDHHC17"
"GO:0005104"	8	"fibroblast growth factor receptor binding"	"Interacting selectively and non-covalently with the fibroblast growth factor receptor (FGFR)."	"FGF1,FGF18,FGF5,FGF8,FGF9,FLRT2,FLRT3,KLB"
"GO:0005105"	1	"type 1 fibroblast growth factor receptor binding"	"Interacting selectively and non-covalently with the type 1 fibroblast growth factor receptor (FGFR1)."	"FGF17"
"GO:0005109"	9	"frizzled binding"	"Interacting selectively and non-covalently with a frizzled (fz) receptor."	"BAMBI,FZD1,LRP6,MYOC,NDP,ROR2,RSPO3,RYK,WNT5A"
"GO:0005111"	1	"type 2 fibroblast growth factor receptor binding"	"Interacting selectively and non-covalently with the type 2 fibroblast growth factor receptor (FGFR2)."	"FGF17"
"GO:0005112"	8	"Notch binding"	"Interacting selectively and non-covalently with the Notch (N) protein, a surface receptor."	"AAK1,ADAM17,CCN3,HIF1AN,MEGF10,NCOR2,NOTCH1,SNW1"
"GO:0005113"	3	"patched binding"	"Interacting selectively and non-covalently with the patched (ptc) protein, a receptor for hedgehog proteins."	"PTCH1,SHH,SMO"
"GO:0005114"	6	"type II transforming growth factor beta receptor binding"	"Interacting selectively and non-covalently with a type II transforming growth factor beta receptor."	"B9D2,ENG,TGFB1,TGFB2,TGFB3,TGFBR1"
"GO:0005115"	1	"receptor tyrosine kinase-like orphan receptor binding"	"Interacting selectively and non-covalently with the receptor tyrosine kinase-like orphan receptor (Ror)."	"WNT5A"
"GO:0005119"	1	"smoothened binding"	"Interacting selectively and non-covalently with the smoothened (smo) protein, which interacts with patched to transmit hedgehog signals."	"PTCH1"
"GO:0005123"	4	"death receptor binding"	"Interacting selectively and non-covalently with any member of the death receptor (DR) family. The DR family falls within the tumor necrosis factor receptor superfamily and is characterized by a cytoplasmic region of ~80 residues termed the death domain (DD)."	"DAB2IP,FEM1B,NOL3,RIPK1"
"GO:0005124"	2	"scavenger receptor binding"	"Interacting selectively and non-covalently with scavenger receptors, a family of proteins that are expressed on myeloid cells and are involved in the uptake of effete cellular components and foreign particles."	"E2R469,GBA"
"GO:0005125"	65	"cytokine activity"	"Functions to control the survival, growth, differentiation and effector function of tissues and cells."	"A0A5F4C8Y1,A0A5F4CYC9,BMP2,CaIFN-alpha 7,CD40LG,CD70,CRLF1,CSF1,CSF2,CSF3,E2REW2,EDN1,EPO,FASLG,FLT3LG,GPI,GREM2,ifn-a,IFNB1,IL10,IL12A,IL12B,IL13,IL16,IL17A,IL17B,IL17C,IL17F,IL18,IL1A,IL1B,IL1RN,IL2,IL20,IL21,IL23A,IL25,IL26,IL29L,IL3,IL33,IL36G,IL36RN,IL37,IL5,IL6,IL7,INHBA,J9P7B1,LOC100683416,LOC100683567,LOC100686162,LOC100687692,LOC100687857,LOC612539,LTA,LTB,NAMPT,THPO,TIMP1,TNFSF10,TNFSF11,TNFSF13,TNFSF4,VEGFA"
"GO:0005126"	10	"cytokine receptor binding"	"Interacting selectively and non-covalently with a cytokine receptor."	"CaIFN-alpha 7,ifn-a,IL13,IL15,IL17F,LOC100683416,LOC100683567,LOC100686162,LOC100687692,LOC100687857"
"GO:0005127"	5	"ciliary neurotrophic factor receptor binding"	"Interacting selectively and non-covalently with the ciliary neurotrophic factor receptor."	"CNTF,CRLF1,IL6ST,LIFR,LOC489915"
"GO:0005128"	3	"erythropoietin receptor binding"	"Interacting selectively and non-covalently with the erythropoietin receptor."	"EPO,RHEX,RNF41"
"GO:0005129"	1	"granulocyte macrophage colony-stimulating factor receptor binding"	"Interacting selectively and non-covalently with the granulocyte macrophage colony-stimulating factor receptor."	"CSF2"
"GO:0005130"	1	"granulocyte colony-stimulating factor receptor binding"	"Interacting selectively and non-covalently with the granulocyte colony-stimulating factor receptor."	"CSF3"
"GO:0005131"	2	"growth hormone receptor binding"	"Interacting selectively and non-covalently with the growth hormone receptor."	"SOCS2,TYK2"
"GO:0005132"	1	"type I interferon receptor binding"	"Interacting selectively and non-covalently with an interferon-type I receptor, a heterodimeric complex composed of an alpha subunit (IFNAR1) and a beta subunit (IFNAR2)."	"IFNB1"
"GO:0005133"	1	"interferon-gamma receptor binding"	"Interacting selectively and non-covalently with the interferon-gamma receptor."	"IFNG"
"GO:0005134"	4	"interleukin-2 receptor binding"	"Interacting selectively and non-covalently with the interleukin-2 receptor."	"ECM1,GATA3,IL2,IL21"
"GO:0005135"	2	"interleukin-3 receptor binding"	"Interacting selectively and non-covalently with the interleukin-3 receptor."	"IL3,RNF41"
"GO:0005136"	2	"interleukin-4 receptor binding"	"Interacting selectively and non-covalently with the interleukin-4 receptor."	"IL4,PIBF1"
"GO:0005137"	1	"interleukin-5 receptor binding"	"Interacting selectively and non-covalently with the interleukin-5 receptor."	"IL5"
"GO:0005138"	6	"interleukin-6 receptor binding"	"Interacting selectively and non-covalently with the interleukin-6 receptor."	"ADAM17,ERAP1,IL6,IL6R,IL6ST,PYCARD"
"GO:0005139"	1	"interleukin-7 receptor binding"	"Interacting selectively and non-covalently with the interleukin-7 receptor."	"IL7"
"GO:0005141"	1	"interleukin-10 receptor binding"	"Interacting selectively and non-covalently with the interleukin-10 receptor."	"IL10"
"GO:0005142"	1	"interleukin-11 receptor binding"	"Interacting selectively and non-covalently with the interleukin-11 receptor."	"IL11"
"GO:0005143"	1	"interleukin-12 receptor binding"	"Interacting selectively and non-covalently with the interleukin-12 receptor."	"IL12A"
"GO:0005146"	1	"leukemia inhibitory factor receptor binding"	"Interacting selectively and non-covalently with the leukemia inhibitory factor receptor."	"LOC489915"
"GO:0005147"	1	"oncostatin-M receptor binding"	"Interacting selectively and non-covalently with the oncostatin-M receptor."	"OSM"
"GO:0005149"	10	"interleukin-1 receptor binding"	"Interacting selectively and non-covalently with the interleukin-1 receptor."	"IL1A,IL1B,IL1F10,IL1RN,IL36B,IL36RN,IL37,IRAK4,MYD88,TRIP6"
"GO:0005150"	1	"interleukin-1, type I receptor binding"	"Interacting selectively and non-covalently with a Type I interleukin-1 receptor."	"IL1RN"
"GO:0005151"	1	"interleukin-1, type II receptor binding"	"Interacting selectively and non-covalently with a Type II interleukin-1 receptor."	"IL1RN"
"GO:0005152"	1	"interleukin-1 receptor antagonist activity"	"Blocks the binding of interleukin-1 to the interleukin-1 receptor complex."	"IL36RN"
"GO:0005153"	1	"interleukin-8 receptor binding"	"Interacting selectively and non-covalently with the interleukin-8 receptor."	"CXCL8"
"GO:0005154"	21	"epidermal growth factor receptor binding"	"Interacting selectively and non-covalently with the epidermal growth factor receptor."	"AGR2,AREG,ARF4,BTC,CBLC,CCDC88A,CNOT9,EFEMP1,EGF,ERBB4,FAM83B,FER,GRB2,HBEGF,PLSCR1,SNX1,SNX2,SNX4,SOCS5,VAV2,VAV3"
"GO:0005157"	3	"macrophage colony-stimulating factor receptor binding"	"Interacting selectively and non-covalently with the macrophage colony-stimulating factor receptor."	"CSF1,IL34,STAP1"
"GO:0005158"	12	"insulin receptor binding"	"Interacting selectively and non-covalently with the insulin receptor."	"CCDC88A,ENPP1,IGF1R,LMBRD1,PHIP,PIK3R1,PTPN11,SHC1,SNX1,SNX2,SNX4,SORBS1"
"GO:0005159"	10	"insulin-like growth factor receptor binding"	"Interacting selectively and non-covalently with the insulin-like growth factor receptor."	"A0A5F4CB27,ARRB1,IGF1,INSR,J9P3Z4,PIK3R1,SHC1,SOCS1,SOCS2,YWHAG"
"GO:0005160"	7	"transforming growth factor beta receptor binding"	"Interacting selectively and non-covalently with the transforming growth factor beta receptor."	"LOC490387,LRG1,RASL11B,SMAD3,TGFB2,TGFBRAP1,USP15"
"GO:0005161"	8	"platelet-derived growth factor receptor binding"	"Interacting selectively and non-covalently with the platelet-derived growth factor receptor."	"ERN1,IL1R1,PDGFB,PDGFD,PDGFRA,PDGFRB,PTPRJ,VEGFA"
"GO:0005164"	23	"tumor necrosis factor receptor binding"	"Interacting selectively and non-covalently with the tumor necrosis factor receptor."	"BABAM2,CD40LG,CD70,EDA,FASLG,LTA,LTB,SIVA1,STAT1,TNFSF10,TNFSF11,TNFSF12,TNFSF13,TNFSF13B,TNFSF14,TNFSF15,TNFSF4,TNFSF8,TNFSF9,TRAF2,TRAF5,TRAF6,TRIM37"
"GO:0005168"	5	"neurotrophin TRKA receptor binding"	"Interacting selectively and non-covalently with the neurotrophin TRKA receptor."	"FRS2,GRB2,PIK3R1,PLCG1,SHC1"
"GO:0005169"	1	"neurotrophin TRKB receptor binding"	"Interacting selectively and non-covalently with the neurotrophin TRKB receptor."	"EFNA5"
"GO:0005171"	1	"hepatocyte growth factor receptor binding"	"Interacting selectively and non-covalently with the hepatocyte growth factor receptor."	"GLMN"
"GO:0005172"	1	"vascular endothelial growth factor receptor binding"	"Interacting selectively and non-covalently with any vascular endothelial growth factor receptor."	"VEGFA"
"GO:0005173"	2	"stem cell factor receptor binding"	"Interacting selectively and non-covalently with the stem cell factor receptor (SCFR), a type III transmembrane kinase receptor."	"SH2B3,SPRED1"
"GO:0005174"	2	"CD40 receptor binding"	"Interacting selectively and non-covalently with CD40, a receptor found on the surface of all B-lymphocytes."	"CD40LG,TRAF2"
"GO:0005175"	1	"CD27 receptor binding"	"Interacting selectively and non-covalently with a CD27, a receptor found on the surface of T cells and some B cells and NK cells."	"SIVA1"
"GO:0005176"	2	"ErbB-2 class receptor binding"	"Interacting selectively and non-covalently with the protein-tyrosine kinase receptor Neu/ErbB-2/HER2."	"ERBIN,NRG1"
"GO:0005178"	65	"integrin binding"	"Interacting selectively and non-covalently with an integrin."	"ACTN1,ADAM15,ADAM17,ADAM9,ANGPTL3,CALR,CD151,CD226,CD40LG,CD81,CD9,CDH17,CDH26,CIB2,COL16A1,COL3A1,COL4A3,COMP,CX3CL1,CXCL12,EGFL6,EMP2,F11R,FAP,FBLN1,FBN1,FGF1,FN1,FRMD5,IBSP,ICAM1,ICAM3,IL1B,ISG15,ITGA5,ITGAV,ITGB1BP1,JAM2,JAM3,JAML,KDR,LCP1,MFGE8,MYH9,NISCH,NPNT,NRG1,P4HB,PLPP3,PTK2,PTPN2,PTPRZ1,S1PR2,S1PR3,SFRP2,SPP1,SRC,SYK,TGFBI,THBS1,THBS4,TNN,UTRN,VCAM1,VWF"
"GO:0005179"	55	"hormone activity"	"The action characteristic of a hormone, any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action. The term was originally applied to agents with a stimulatory physiological action in vertebrate animals (as opposed to a chalone, which has a depressant action). Usage is now extended to regulatory compounds in lower animals and plants, and to synthetic substances having comparable effects; all bind receptors and trigger some biological process."	"A0A5F4CMC9,ADM,ADM2,APLN,BMP10,CALCA,CALCB,CCK,COPA,CRH,CRSP-3,Crsp-4,CRSP1,CRSP2,EDN3,EPO,GALP,GHRL,GIP,GPHA2,HAMP,IAPP,IGF1,IGF2,INHA,INHBA,INHBB,INHBC,INS,INSL3,INSL6,J9P3Z4,LEP,LOC106557487,LOC609026,MLN,NMU,POMC,PPY,RETN,RETNLB,RLN,RLN2,RLN3,SST,STC1,STC2,TG,THPO,TSHB,TTR,UCN,UCN3,UTS2,VIP"
"GO:0005184"	5	"neuropeptide hormone activity"	"The action characteristic of a neuropeptide hormone, any peptide hormone that acts in the central nervous system. A neuropeptide is any of several types of molecules found in brain tissue, composed of short chains of amino acids; they include endorphins, enkephalins, vasopressin, and others. They are often localized in axon terminals at synapses and are classified as putative neurotransmitters, although some are also hormones."	"CARTPT,GAL,GRP,NTS,VGF"
"GO:0005185"	2	"neurohypophyseal hormone activity"	"The action characteristic of a neurohypophyseal hormone, any of a family of structurally and functionally related nonapeptides that are synthesized as part of a larger precursor molecule comprising a signal peptide, the nonapeptide hormone, and a neurophysin."	"AVP,OXT"
"GO:0005198"	87	"structural molecule activity"	"The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell."	"A0A5F4CUQ5,A0A5F4CW34,BVES,CLDN1,CLDN10,CLDN11,CLDN14,CLDN15,CLDN16,CLDN17,CLDN18,CLDN19,CLDN2,CLDN20,CLDN22,CLDN24,CLDN25,CLDN3,CLDN34,CLDN4,CLDN5,CLDN6,CLDN7,CLDN8,CLDN9,CLTA,CLTB,CLTC,CLTCL1,COPA,COPB1,COPB2,COPE,COPG1,COPG2,CTNNA1,CTNNA2,EPB41,EPB41L1,EPB41L2,EPB41L3,FGB,FGG,HMGCL,HMOX1,J9P2Q7,J9P8P5,JUP,KRT12,KRT14,KRT18,KRT20,KRT222,KRT23,KRT24,KRT25,KRT26,KRT27,KRT28,KRT31,KRT32,KRT33A,KRT33B,KRT34,KRT35,KRT37,KRT38,KRT39,KRT40,KRT41,KRT42,KRT9,KRTAP24-1,KRTAP3-1,LAD1,LOC102151831,LOC483211,OLFM4,OTOG,SEC13,SNTA1,SNTB1,SNTB2,SNTG1,SNTG2,STX2,VCL"
"GO:0005200"	30	"structural constituent of cytoskeleton"	"The action of a molecule that contributes to the structural integrity of a cytoskeletal structure."	"A0A5F4BV49,A0A5F4C551,A0A5F4CJB6,A0A5F4D7P9,ACTR2,ACTR3,ADD1,ADD2,ADD3,ANK3,ARPC3,ARPC4,ARPC5,CROCC,CYLC1,CYLC2,GFAP,LOC100856405,PEX26,SPTB,SPTBN1,SPTBN2,SYNM,TCF25,TLN1,TLN2,TUBB1,TUBB2A,TUBB4B,TUBB6"
"GO:0005201"	16	"extracellular matrix structural constituent"	"The action of a molecule that contributes to the structural integrity of the extracellular matrix."	"COL11A1,COL11A2,COL1A1,COL1A2,COL4A3,COL4A4,COL4A5,ELN,FBLN1,FBN3,IMPG2,LAMB1,LAMC1,PRELP,PXDN,TECTA"
"GO:0005212"	8	"structural constituent of eye lens"	"The action of a molecule that contributes to the structural integrity of the lens of an eye."	"CPOX,CRYAA,CRYAB,CRYBA4,HSPB2,HSPB6,LIM2,MIP"
"GO:0005216"	3	"ion channel activity"	"Enables the facilitated diffusion of an ion (by an energy-independent process) by passage through a transmembrane aqueous pore or channel without evidence for a carrier-mediated mechanism. May be either selective (it enables passage of a specific ion only) or non-selective (it enables passage of two or more ions of same charge but different size)."	"CNGA3,GJC1,TPC3"
"GO:0005219"	1	"ryanodine-sensitive calcium-release channel activity"	"Enables the transmembrane transfer of a calcium ion by a channel that opens when a ryanodine class ligand has been bound by the channel complex or one of its constituent parts."	"RYR2"
"GO:0005220"	1	"inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity"	"Enables the transmembrane transfer of a calcium ion by a channel that opens when inositol 1,4,5-trisphosphate (IP3) has been bound by the channel complex or one of its constituent parts."	"ITPR3"
"GO:0005221"	1	"intracellular cyclic nucleotide activated cation channel activity"	"Enables the transmembrane transfer of a cation by a channel that opens when intracellular cyclic nucleotide has been bound by the channel complex or one of its constituent parts."	"PEX5L"
"GO:0005222"	3	"intracellular cAMP-activated cation channel activity"	"Enables the transmembrane transfer of a cation by a channel that opens when intracellular cAMP has been bound by the channel complex or one of its constituent parts."	"CNGB3,HCN1,HCN2"
"GO:0005223"	2	"intracellular cGMP-activated cation channel activity"	"Enables the transmembrane transfer of a cation by a channel that opens when intracellular cGMP has been bound by the channel complex or one of its constituent parts."	"AQP1,CNGB3"
"GO:0005225"	5	"volume-sensitive anion channel activity"	"Enables the transmembrane transfer of an anion by a volume-sensitive channel. An anion is a negatively charged ion. A volume-sensitive channel is a channel that responds to changes in the volume of a cell."	"LRRC8A,LRRC8B,LRRC8C,LRRC8D,LRRC8E"
"GO:0005227"	11	"calcium activated cation channel activity"	"Enables the calcium concentration-regulatable energy-independent passage of cations across a lipid bilayer down a concentration gradient."	"ANO1,ANO10,ANO6,CALHM1,CATSPER1,CATSPER2,CATSPER4,TMEM63B,TRPM3,TRPM4,TRPM5"
"GO:0005229"	11	"intracellular calcium activated chloride channel activity"	"Enables the transmembrane transfer of chloride by a channel that opens in response to stimulus by a calcium ion or ions. Transport by a channel involves catalysis of facilitated diffusion of a solute (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel, without evidence for a carrier-mediated mechanism."	"A0A5F4C6L5,ANO1,ANO10,ANO4,ANO5,ANO6,ANO7,ANO8,ANO9,CLNS1A,NMUR2"
"GO:0005230"	9	"extracellular ligand-gated ion channel activity"	"Enables the transmembrane transfer of an ion by a channel that opens when a specific extracellular ligand has been bound by the channel complex or one of its constituent parts."	"GABRA3,GABRA4,GABRA5,GABRB1,GABRP,GABRQ,LOC488101,TRPV1,ZACN"
"GO:0005231"	1	"excitatory extracellular ligand-gated ion channel activity"	"Enables the transmembrane transfer of an ion by a channel that opens when a specific extracellular ligand has been bound by the channel complex or one of its constituent parts, where channel opening contributes to an increase in membrane potential."	"TRPV1"
"GO:0005242"	6	"inward rectifier potassium channel activity"	"Enables the transmembrane transfer of a potassium ion by an inwardly-rectifying voltage-gated channel. An inwardly rectifying current-voltage relation is one where at any given driving force the inward flow of K+ ions exceeds the outward flow for the opposite driving force. The inward-rectification is due to a voltage-dependent block of the channel pore by a specific ligand or ligands, and as a result the macroscopic conductance depends on the difference between membrane voltage and the K+ equilibrium potential rather than on membrane voltage itself."	"KCNE2,KCNH2,KCNJ10,KCNJ2,KCNK1,KCNN3"
"GO:0005244"	30	"voltage-gated ion channel activity"	"Enables the transmembrane transfer of an ion by a voltage-gated channel. An ion is an atom or group of atoms carrying an electric charge by virtue of having gained or lost one or more electrons. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded."	"A0A5F4CMF0,A0A5F4DAI8,CACNA2D2,CACNG3,CACNG6,CACNG8,CALHM3,CLIC1,CLIC2,CLIC4,CLIC5,CLIC6,F1PTB9,GPR89A,KCNK12,KCNK13,SCN10A,SCN11A,SCN1A,SCN1B,SCN2A,SCN2B,SCN3A,SCN3B,SCN4A,SCN5A,SCN7A,SCN8A,SCN9A,TMEM37"
"GO:0005245"	10	"voltage-gated calcium channel activity"	"Enables the transmembrane transfer of a calcium ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded."	"CACNA1E,CACNB1,CACNG1,CACNG2,CACNG4,CALHM1,DCP1B,ITGAV,TPCN1,TPCN2"
"GO:0005246"	13	"calcium channel regulator activity"	"Modulates the activity of a calcium channel."	"CABP4,CACNG4,CACNG6,CACNG7,CAV3,GRM2,HPCAL4,NRXN2,PRKCB,PRKG1,STIM1,STIM2,TSPAN13"
"GO:0005247"	8	"voltage-gated chloride channel activity"	"Enables the transmembrane transfer of a chloride ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded."	"ANO6,CLCN1,CLCN2,CLCN3,CLCN5,CLCN6,CLCN7,CLCNKA"
"GO:0005248"	6	"voltage-gated sodium channel activity"	"Enables the transmembrane transfer of a sodium ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded."	"HCN1,HCN2,HCN3,SCN10A,SCN2A,SCN5A"
"GO:0005249"	23	"voltage-gated potassium channel activity"	"Enables the transmembrane transfer of a potassium ion by a voltage-gated channel. A voltage-gated channel is a channel whose open state is dependent on the voltage across the membrane in which it is embedded."	"CNGA4,HCN1,HCN2,HCN3,HCN4,KCNA2,KCNA7,KCNAB1,KCNAB2,KCNAB3,KCNB2,KCNC2,KCNC4,KCNG2,KCNH1,KCNH2,KCNH3,KCNH7,KCNMA1,KCNQ2,KCNQ3,KCNQ5,SNAP25"
"GO:0005250"	2	"A-type (transient outward) potassium channel activity"	"Enables the transmembrane transfer of a potassium ion by an outwardly-rectifying voltage-gated channel that produces a transient outward current upon a step change in membrane potential."	"KCND3,KCNIP2"
"GO:0005251"	5	"delayed rectifier potassium channel activity"	"Enables the transmembrane transfer of a potassium ion by a delayed rectifying voltage-gated channel. A delayed rectifying current-voltage relation is one where channel activation kinetics are time-dependent, and inactivation is slow."	"KCNA2,KCNA5,KCNB2,KCNH2,KCNQ1"
"GO:0005252"	1	"open rectifier potassium channel activity"	"Enables the transmembrane transfer of a potassium ion by an open rectifier voltage-gated channel. An open rectifier current-voltage relationship is one in which the direction of rectification depends on the external potassium ion concentration."	"KCNK3"
"GO:0005253"	1	"anion channel activity"	"Enables the energy-independent passage of anions across a lipid bilayer down a concentration gradient."	"SLC1A1"
