"id"	"geneNum"	"description"	"gene"
"cfa04068"	125	"FoxO signaling pathway"	"AGAP2,AKT1,AKT2,AKT3,ARAF,ATG12,ATM,BCL2L11,BCL6,BNIP3,BRAF,CAT,CCNB1,CCNB2,CCNB3,CCND1,CCND2,CCNG2,CDK2,CDKN1A,CDKN1B,CDKN2B,CDKN2D,CHUK,CREBBP,CSNK1E,EGF,EGFR,EP300,FASLG,FBXO25,FBXO32,FOXG1,FOXO1,FOXO3,FOXO4,FOXO6,G6PC1,G6PC2,G6PC3,GABARAP,GABARAPL1,GABARAPL2,GADD45A,GADD45B,GADD45G,GRB2,GRM1,HOMER1,HOMER3,HRAS,IGF1,IGF1R,IKBKB,IL10,IL6,IL7R,INS,INSR,IRS1,IRS2,IRS4,KLF2,KRAS,MAP2K1,MAP2K2,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MDM2,NLK,NRAS,PCK1,PCK2,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLK1,PLK2,PLK3,PLK4,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,PRKAG2,PRKAG3,PRMT1,PTEN,RAF1,RAG1,RAG2,RBL2,S1PR4,SETD7,SGK1,SGK2,SGK3,SIRT1,SKP2,SLC2A4,SMAD3,SMAD4,SOD2,SOS2,STAT3,STK11,STK4,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TNFSF10,USP7"
"cfa04070"	94	"Phosphatidylinositol signaling system"	"BPNT2,CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CDIPT,CDS1,CDS2,DGKA,DGKB,DGKD,DGKE,DGKG,DGKH,DGKI,DGKK,DGKQ,DGKZ,IMPA1,IMPA2,INPP1,INPP4A,INPP4B,INPP5A,INPP5B,INPP5D,INPP5E,INPP5F,INPPL1,IP6K1,IP6K2,IP6K3,IPMK,IPPK,ITPK1,ITPKA,ITPKB,ITPKC,ITPR1,ITPR2,ITPR3,MTM1,MTMR1,MTMR14,MTMR2,MTMR3,MTMR4,MTMR6,MTMR7,OCRL,PI4K2A,PI4K2B,PI4KA,PI4KB,PIK3C2A,PIK3C2B,PIK3C2G,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIKFYVE,PIP4K2A,PIP4K2B,PIP4K2C,PIP4P1,PIP4P2,PIP5K1A,PIP5K1B,PIP5K1C,PLCB1,PLCB2,PLCB3,PLCB4,PLCD1,PLCD3,PLCD4,PLCE1,PLCG1,PLCG2,PLCZ1,PPIP5K1,PPIP5K2,PRKCA,PRKCB,PRKCG,PTEN,SACM1L,SYNJ1,SYNJ2"
"cfa04071"	117	"Sphingolipid signaling pathway"	"ABCC1,ACER1,ACER2,ADORA1,ADORA3,AKT1,AKT2,AKT3,ASAH1,ASAH2,BAX,BCL2,BDKRB2,BID,CERS1,CERS2,CERS3,CERS4,CERS5,CERS6,CTSD,DEGS1,DEGS2,FCER1A,FCER1G,FYN,GAB2,GNA12,GNA13,GNAI1,GNAI2,GNAI3,GNAQ,HRAS,KNG1,KRAS,MAP2K1,MAP2K2,MAP3K5,MAPK1,MAPK10,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK8,MAPK9,MS4A2,NFKB1,NOS3,NRAS,NSMAF,OPRD1,PDPK1,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PLCB1,PLCB2,PLCB3,PLCB4,PLD1,PLD2,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R2A,PPP2R2B,PPP2R2C,PPP2R2D,PPP2R3A,PPP2R3B,PPP2R3C,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PRKCA,PRKCB,PRKCE,PRKCG,PRKCZ,PTEN,RAC1,RAC2,RAC3,RAF1,RELA,RHOA,ROCK1,ROCK2,S1PR2,S1PR3,S1PR4,S1PR5,SGMS1,SGMS2,SGPL1,SGPP1,SGPP2,SMPD1,SMPD2,SPHK1,SPHK2,SPTLC1,SPTLC2,SPTLC3,TNF,TNFRSF1A,TP53,TRADD,TRAF2"
"cfa04072"	144	"Phospholipase D signaling pathway"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,AGPAT1,AGPAT2,AGPAT3,AGPAT4,AGPAT5,AGT,AGTR1,AKT1,AKT2,AKT3,ARF1,ARF6,ARL17A,AVP,AVPR1A,AVPR1B,AVPR2,CXCL8,CXCR1,CXCR2,CYTH1,CYTH2,CYTH3,CYTH4,DGKA,DGKB,DGKD,DGKE,DGKG,DGKH,DGKI,DGKK,DGKQ,DGKZ,DNM1,DNM2,DNM3,EGF,EGFR,F2,F2R,FCER1A,FCER1G,FYN,GAB1,GAB2,GNA12,GNA13,GNAS,GRB2,GRM1,GRM2,GRM3,GRM4,GRM5,GRM6,GRM7,GRM8,HRAS,INS,INSR,KIT,KITLG,KRAS,LPAR1,LPAR2,LPAR3,LPAR4,LPAR5,LPAR6,MAP2K1,MAP2K2,MAPK1,MAPK3,MRAS,MS4A2,MTOR,NRAS,PDGFA,PDGFB,PDGFC,PDGFD,PDGFRA,PDGFRB,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK3R1,PIK3R2,PIK3R5,PIK3R6,PIP5K1A,PIP5K1B,PIP5K1C,PLA2G4A,PLA2G4B,PLA2G4D,PLA2G4E,PLA2G4F,PLCB1,PLCB2,PLCB3,PLCB4,PLCG1,PLCG2,PLD1,PLD2,PLPP1,PLPP2,PLPP3,PRKCA,PTGFR,PTK2B,PTPN11,RAF1,RALA,RALB,RALGDS,RAPGEF3,RAPGEF4,RHEB,RHOA,RRAS,RRAS2,SHC1,SHC2,SHC3,SHC4,SOS2,SPHK1,SPHK2,SYK,TSC1,TSC2"
"cfa04080"	345	"Neuroactive ligand-receptor interaction"	"ADCYAP1,ADCYAP1R1,ADM,ADM2,ADORA1,ADORA2A,ADORA2B,ADORA3,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,AGT,AGTR1,AGTR2,APELA,APLN,APLNR,AVP,AVPR1A,AVPR1B,AVPR2,BDKRB1,BDKRB2,BRS3,C3,C3AR1,C5,C5AR1,CALCA,CALCB,CALCR,CALCRL,CCK,CCKAR,CCKBR,CGA,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CHRNA1,CHRNA10,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA6,CHRNA7,CHRNA9,CHRNB1,CHRNB2,CHRNB3,CHRNB4,CHRND,CHRNE,CHRNG,CNR1,CNR2,CRH,CRHR1,CRHR2,CRSP-2,CRSP-3,CRSP-4,CTSG,CYSLTR1,CYSLTR2,DRD1,DRD2,DRD3,DRD4,DRD5,EDN1,EDN2,EDN3,EDNRA,EDNRB,F2,F2R,F2RL1,F2RL2,F2RL3,FPR2,FSHB,FSHR,GABBR1,GABBR2,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GABRR1,GABRR2,GABRR3,GAL,GALP,GALR1,GALR2,GALR3,GCG,GCGR,GH1,GHR,GHRH,GHRHR,GHRL,GHSR,GIP,GIPR,GLP1R,GLP2R,GLRA1,GLRA2,GLRA3,GLRB,GNRH1,GNRHR,GPHB5,GPR156,GPR35,GPR50,GPR83,GRIA1,GRIA2,GRIA3,GRIA4,GRID1,GRID2,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,GRM1,GRM2,GRM3,GRM4,GRM5,GRM6,GRM7,GRM8,GRP,GRPR,GZMA,HCRT,HCRTR1,HCRTR2,HRH1,HRH2,HRH3,HRH4,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR4,HTR5A,HTR6,HTR7,IAPP,INSL3,INSL5,KISS1,KISS1R,KNG1,LEP,LEPR,LHCGR,LPAR1,LPAR2,LPAR3,LPAR4,LPAR6,LTB4R,LTB4R2,LYPD6,LYPD6B,MAS1,MC1R,MC2R,MC3R,MC4R,MC5R,MCHR1,MCHR2,MLN,MLNR,MTNR1A,MTNR1B,NMB,NMBR,NMS,NMUR1,NMUR2,NPB,NPBWR1,NPFFR1,NPFFR2,NPS,NPSR1,NPVF,NPW,NPY,NPY1R,NPY2R,NPY5R,NR3C1,NTS,NTSR1,NTSR2,OPRD1,OPRK1,OPRL1,OPRM1,OXT,OXTR,P2RX1,P2RX2,P2RX3,P2RX4,P2RX5,P2RX6,P2RX7,P2RY1,P2RY10,P2RY11,P2RY13,P2RY14,P2RY2,P2RY4,P2RY6,P2RY8,PAQR6,PAQR9,PARD3,PATE1,PATE2,PATE3,PDYN,PENK,PGRMC1,PGRMC2,PLG,PMCH,PNOC,POMC,PPY,PRL,PRLH,PRLHR,PRLR,PRSS2,PTAFR,PTGDR,PTGER1,PTGER2,PTGER3,PTGER4,PTGFR,PTGIR,PTH,PTH1R,PTH2,PTH2R,PYY,QRFP,QRFPR,RLN2,RLN3,RXFP1,RXFP2,RXFP3,S1PR2,S1PR3,S1PR4,S1PR5,SCT,SCTR,SLURP1,SLURP2,SPX,SST,SSTR1,SSTR2,SSTR3,SSTR5,TAAR4,TAAR5,TAC1,TAC3,TAC4,TACR1,TACR2,TACR3,TBXA2R,THRA,THRB,TMEM97,TRH,TRHR,TRPV1,TSHB,TSHR,TSPO,TSPO2,UCN,UCN2,UCN3,UTS2,UTS2B,UTS2R,VGF,VIP,VIPR1,VIPR2"
"cfa04110"	123	"Cell cycle"	"ABL1,ANAPC1,ANAPC10,ANAPC11,ANAPC13,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,ATM,ATR,BUB1,BUB1B,BUB3,CCNA1,CCNA2,CCNB1,CCNB2,CCNB3,CCND1,CCND2,CCND3,CCNE1,CCNE2,CCNH,CDC14A,CDC14B,CDC16,CDC20,CDC23,CDC25A,CDC25B,CDC25C,CDC26,CDC27,CDC45,CDC6,CDC7,CDK1,CDK2,CDK4,CDK6,CDK7,CDKN1A,CDKN1B,CDKN1C,CDKN2B,CDKN2C,CDKN2D,CHEK1,CHEK2,CREBBP,CUL1,DBF4,DBF4B,E2F1,E2F2,E2F3,E2F4,E2F5,EP300,ESPL1,FZR1,GADD45A,GADD45B,GADD45G,GSK3B,HDAC1,HDAC2,MAD1L1,MAD2L2,MCM2,MCM3,MCM4,MCM5,MCM6,MDM2,MYC,ORC1,ORC2,ORC3,ORC4,ORC5,ORC6,PCNA,PKMYT1,PLK1,PRKDC,PTTG1,RAD21,RB1,RBL1,RBL2,RBX1,SFN,SKP1,SKP2,SMAD2,SMAD3,SMAD4,SMC1A,SMC1B,SMC3,STAG1,STAG2,TFDP1,TFDP2,TGFB1,TGFB2,TGFB3,TP53,TTK,WEE1,WEE2,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,ZBTB17"
"cfa04114"	114	"Oocyte meiosis"	"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ANAPC1,ANAPC10,ANAPC11,ANAPC13,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,AR,AURKA,BTRC,BUB1,CALM1,CALM2,CALM3,CALML4,CALML5,CALML6,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CCNB1,CCNB2,CCNE1,CCNE2,CDC16,CDC20,CDC23,CDC25C,CDC26,CDC27,CDK1,CDK2,CPEB1,CPEB2,CPEB3,CPEB4,CUL1,ESPL1,FBXO43,FBXO5,FBXW11,IGF1,IGF1R,INS,ITPR1,ITPR2,ITPR3,MAD1L1,MAD2L2,MAP2K1,MAPK1,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MOS,PGR,PKMYT1,PLCZ1,PLK1,PPP1CA,PPP1CB,PPP1CC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,PRKACA,PRKACB,PTTG1,RBX1,REC8,RPS6KA1,RPS6KA2,RPS6KA6,SGO1,SKP1,SLK,SMC1A,SMC1B,SMC3,SPDYA,SPDYC,STAG3,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ"
"cfa04115"	68	"p53 signaling pathway"	"ADGRB1,AIFM2,APAF1,ATM,ATR,BAX,BBC3,BCL2,BCL2L1,BID,CASP3,CASP8,CASP9,CCNB1,CCNB2,CCND1,CCND2,CCND3,CCNE1,CCNE2,CCNG1,CCNG2,CDK1,CDK2,CDK4,CDK6,CDKN1A,CHEK1,CHEK2,COP1,CYCS,DDB2,EI24,FAS,GADD45A,GADD45B,GADD45G,GORAB,GTSE1,IGF1,IGFBP3,MDM2,MDM4,PERP,PIDD1,PMAIP1,PPM1D,PTEN,RCHY1,RPRM,RRM2,RRM2B,SERPINB5,SERPINE1,SESN1,SESN2,SESN3,SFN,SHISA5,SIAH1,SIVA1,STEAP3,THBS1,TP53,TP53I3,TP73,TSC2,ZMAT3"
"cfa04120"	139	"Ubiquitin mediated proteolysis"	"AIRE,ANAPC1,ANAPC10,ANAPC11,ANAPC13,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,BIRC2,BIRC3,BIRC6,BIRC7,BRCA1,BTRC,CBL,CBLB,CBLC,CDC16,CDC20,CDC23,CDC26,CDC27,CDC34,COP1,CUL1,CUL2,CUL3,CUL4A,CUL4B,CUL5,CUL7,DDB1,DDB2,DET1,ELOB,ELOC,ERCC8,FANCL,FBXO2,FBXO4,FBXW11,FBXW7,FBXW8,FZR1,HERC1,HERC2,HERC3,HERC4,HUWE1,ITCH,KEAP1,KLHL13,KLHL9,MAP3K1,MDM2,MGRN1,MID1,NEDD4,NEDD4L,NHLRC1,PIAS1,PIAS2,PIAS3,PIAS4,PML,PPIL2,PRKN,PRPF19,RBX1,RCHY1,RHOBTB1,RHOBTB2,RNF7,RPS27A,SAE1,SIAH1,SKP1,SKP2,SMURF1,SMURF2,SOCS1,SOCS3,STUB1,SYVN1,TRAF6,TRIM32,TRIM37,TRIP12,UBA1,UBA2,UBA3,UBA52,UBA6,UBA7,UBB,UBE2A,UBE2B,UBE2C,UBE2D1,UBE2D2,UBE2D3,UBE2E1,UBE2E2,UBE2E3,UBE2F,UBE2G1,UBE2G2,UBE2H,UBE2I,UBE2J1,UBE2J2,UBE2K,UBE2L3,UBE2L6,UBE2M,UBE2N,UBE2O,UBE2Q1,UBE2Q2,UBE2QL1,UBE2R2,UBE2S,UBE2U,UBE2W,UBE2Z,UBE3A,UBE3B,UBE3C,UBE4A,UBE4B,UBOX5,UBR5,VHL,WWP1,WWP2,XIAP"
"cfa04122"	8	"Sulfur relay system"	"CTU1,CTU2,MOCS2,MOCS3,MPST,NFS1,TST,URM1"
"cfa04130"	33	"SNARE interactions in vesicular transport"	"BET1,BET1L,BNIP1,GOSR1,GOSR2,SEC22B,SNAP23,SNAP29,STX11,STX16,STX17,STX18,STX19,STX1A,STX1B,STX2,STX3,STX4,STX5,STX6,STX7,STX8,USE1,VAMP1,VAMP2,VAMP3,VAMP4,VAMP5,VAMP7,VAMP8,VTI1A,VTI1B,YKT6"
"cfa04136"	32	"Autophagy - other"	"ATG10,ATG101,ATG12,ATG13,ATG16L1,ATG2A,ATG2B,ATG3,ATG4A,ATG4B,ATG4C,ATG4D,ATG5,ATG7,ATG9A,ATG9B,BECN1,BECN2,GABARAP,GABARAPL1,GABARAPL2,IGBP1,MLST8,MTOR,PIK3C3,PIK3R4,PPP2CA,PPP2CB,RPTOR,ULK2,WIPI1,WIPI2"
"cfa04137"	69	"Mitophagy - animal"	"AMBRA1,ATF4,ATG5,ATG9A,ATG9B,BCL2L1,BCL2L13,BECN1,BECN2,BNIP3,BNIP3L,CALCOCO2,CITED2,CSNK2A1,CSNK2A2,CSNK2B,E2F1,EIF2AK3,FIS1,FOXO3,FUNDC1,GABARAP,GABARAPL1,GABARAPL2,HIF1A,HRAS,JUN,KRAS,MAP1LC3A,MAP1LC3B,MAP1LC3C,MAPK10,MAPK8,MAPK9,MFN1,MFN2,MITF,MRAS,NBR1,NRAS,OPTN,PGAM5,PINK1,PRKN,RAB7A,RAB7B,RELA,RHOT1,RHOT2,RPS27A,RRAS,RRAS2,SP1,SQSTM1,SRC,TAX1BP1,TBC1D15,TBC1D17,TBK1,TFE3,TFEB,TOMM7,TP53,UBA52,UBB,ULK1,USP15,USP30,USP8"
"cfa04140"	137	"Autophagy - animal"	"AKT1,AKT1S1,AKT2,AKT3,AMBRA1,ATG10,ATG101,ATG12,ATG13,ATG14,ATG16L1,ATG16L2,ATG2A,ATG2B,ATG3,ATG4A,ATG4B,ATG4C,ATG4D,ATG5,ATG7,ATG9A,ATG9B,BAD,BCL2,BCL2L1,BECN1,BECN2,BNIP3,C11H9orf72,CAMKK2,CFLAR,CTSB,CTSD,CTSL3,CTSV,DAPK1,DAPK2,DAPK3,DDIT4,DEPTOR,EIF2AK3,EIF2AK4,EIF2S1,ERN1,GABARAP,GABARAPL1,GABARAPL2,HIF1A,HMGB1,HRAS,IGBP1,IGF1R,INS,IRS1,IRS2,IRS4,ITPR1,KRAS,LAMP1,LAMP2,MAP1LC3A,MAP1LC3B,MAP1LC3C,MAP2K1,MAP2K2,MAP3K7,MAPK1,MAPK10,MAPK3,MAPK8,MAPK9,MLST8,MRAS,MTMR14,MTMR3,MTMR4,MTOR,NRAS,NRBF2,PDPK1,PIK3C3,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R4,PPP2CA,PPP2CB,PRAP1,PRKAA1,PRKAA2,PRKACA,PRKACB,PRKCD,PRKCQ,PTEN,RAB1A,RAB33B,RAB39B,RAB7A,RAB7B,RAB8A,RAF1,RB1CC1,RHEB,RPS6KB1,RPS6KB2,RPTOR,RRAGA,RRAGB,RRAGC,RRAGD,RRAS,RRAS2,RUBCN,SH3GLB1,SNAP29,SQSTM1,STK11,STX17,SUPT20H,TANK,TBK1,TP53INP2,TRAF6,TSC1,TSC2,ULK1,ULK2,UVRAG,VAMP8,WDR41,WIPI1,WIPI2,ZFYVE1"
"cfa04141"	160	"Protein processing in endoplasmic reticulum"	"AMFR,ATF4,ATF6,ATF6B,ATXN3,BAG1,BAG2,BAK1,BAX,BCAP31,BCL2,CALR,CANX,CAPN1,CAPN2,CASP12,CKAP4,CRYAA,CRYAB,CUL1,DAD1,DDIT3,DDOST,DERL1,DERL2,DERL3,DNAJA2,DNAJB1,DNAJB11,DNAJB12,DNAJB2,DNAJC1,DNAJC10,DNAJC3,DNAJC5B,DNAJC5G,EDEM1,EDEM2,EDEM3,EIF2AK1,EIF2AK2,EIF2AK3,EIF2AK4,EIF2S1,ERLEC1,ERN1,ERO1A,ERO1B,ERP29,FBXO2,FBXO6,GANAB,HERPUD1,HSP70,HSP90AA1,HSP90AB1,HSP90B1,HSPA2,HSPA4L,HSPA5,HSPA8,HSPBP1,HSPH1,HYOU1,LMAN1,LMAN1L,LMAN2,MAN1A1,MAN1A2,MAN1C1,MAP2K7,MAP3K5,MAPK10,MAPK8,MAPK9,MARCHF6,MBTPS1,MOGS,NFE2L2,NGLY1,NPLOC4,NSFL1C,OS9,P4HB,PDIA3,PDIA4,PDIA6,PLAA,PPP1R15A,PREB,PRKCSH,PRKN,RAD23A,RAD23B,RBX1,RNF185,RNF5,RPN1,RPN2,RRBP1,SAR1A,SAR1B,SEC13,SEC23A,SEC23B,SEC24A,SEC24B,SEC24C,SEC24D,SEC31A,SEC31B,SEC61A1,SEC61A2,SEC61B,SEC61G,SEC62,SEC63,SEL1L,SEL1L2,SELENOS,SIL1,SKP1,SSR1,SSR2,SSR3,SSR4,STT3A,STT3B,STUB1,SVIP,SYVN1,TRAF2,TRAM1,TRAM1L1,TUSC3,TXNDC5,UBE2D1,UBE2D2,UBE2D3,UBE2G1,UBE2G2,UBE2J1,UBE2J2,UBE4B,UBQLN1,UBQLN2,UBQLN3,UBQLN4,UBXN1,UBXN2A,UBXN4,UBXN6,UBXN8,UFD1,UGGT1,UGGT2,VCP,WFS1,XBP1,YOD1"
"cfa04142"	128	"Lysosome"	"ABCA2,ABCB9,ACP2,ACP5,AGA,AP1B1,AP1G1,AP1G2,AP1M1,AP1M2,AP1S1,AP1S2,AP3B1,AP3B2,AP3D1,AP3M1,AP3M2,AP3S1,AP3S2,AP4B1,AP4E1,AP4S1,ARSA,ARSB,ARSG,ASAH1,ATP6V0A1,ATP6V0A2,ATP6V0A4,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0D2,ATP6V1H,CD164,CD63,CD68,CLN3,CLN5,CLTA,CLTB,CLTC,CLTCL1,CTNS,CTSA,CTSB,CTSC,CTSD,CTSE,CTSF,CTSG,CTSH,CTSK,CTSL3,CTSO,CTSS,CTSV,CTSW,CTSZ,DMXL1,DMXL2,DNASE2,DNASE2B,ENTPD4,FUCA1,FUCA2,GAA,GALC,GALNS,GBA,GGA1,GGA2,GGA3,GLB1,GM2A,GNPTAB,GNPTG,GNS,GUSB,HEXA,HEXB,HGSNAT,HYAL1,HYAL2,HYAL3,HYAL4,IDS,IDUA,IGF2R,LAMP1,LAMP2,LAMP3,LAPTM4A,LAPTM4B,LAPTM5,LGMN,LIPA,LITAF,LITAFD,M6PR,MAN2B1,MANBA,MCOLN1,MFSD8,NAGA,NAGLU,NAGPA,NAPSA,NCOA7,NEU1,NPC1,NPC2,PLA2G15,PPT1,PPT2,PSAP,SCARB2,SGSH,SLC11A1,SLC11A2,SLC17A5,SMPD1,SORT1,SPAM1,SUMF1,TCIRG1,TPP1,WDR7"
"cfa04144"	234	"Endocytosis"	"ACAP1,ACAP2,ACAP3,ACTR2,ACTR3,ACTR3B,AGAP1,AGAP2,AGAP3,AMPH,AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,ARAP1,ARAP2,ARAP3,ARF1,ARF3,ARF4,ARF5,ARF6,ARFGAP1,ARFGAP2,ARFGAP3,ARFGEF1,ARFGEF2,ARL17A,ARPC1A,ARPC1B,ARPC2,ARPC3,ARPC4,ARPC5,ARPC5L,ARRB1,ARRB2,ASAP1,ASAP2,ASAP3,BIN1,CAPZA1,CAPZA2,CAPZA3,CAPZB,CAV1,CAV2,CAV3,CBL,CBLB,CBLC,CCR5,CDC42,CHMP1A,CHMP1B,CHMP2A,CHMP2B,CHMP3,CHMP4A,CHMP4B,CHMP4C,CHMP5,CHMP6,CHMP7,CLTA,CLTB,CLTC,CLTCL1,CXCR1,CXCR2,CYTH1,CYTH2,CYTH3,CYTH4,DAB2,DLA-12,DLA-64,DLA-79,DLA88,DNAJC6,DNM1,DNM2,DNM3,EEA1,EGFR,EHD1,EHD2,EHD3,EHD4,EPN1,EPN2,EPN3,EPS15,EPS15L1,FGFR2,FGFR3,FGFR4,GBF1,GIT1,GIT2,GRK1,GRK2,GRK3,GRK4,GRK5,GRK6,GRK7,HGS,HRAS,HSP70,HSPA2,HSPA8,IGF1R,IGF2R,IL2RA,IL2RB,IL2RG,IQSEC1,IQSEC2,IQSEC3,IST1,ITCH,KIF5A,KIF5B,KIF5C,LDLR,LDLRAP1,MDM2,MVB12A,MVB12B,NEDD4,NEDD4L,PARD3,PARD6A,PARD6B,PARD6G,PDCD6IP,PDGFRA,PIP5K1A,PIP5K1B,PIP5K1C,PIP5KL1,PLD1,PLD2,PML,PRKCI,PRKCZ,PSD,PSD2,PSD3,PSD4,RAB10,RAB11A,RAB11B,RAB11FIP1,RAB11FIP2,RAB11FIP3,RAB11FIP4,RAB11FIP5,RAB22A,RAB31,RAB35,RAB4A,RAB5A,RAB5B,RAB5C,RAB7A,RAB8A,RABEP1,RBSN,RHOA,RNF41,RUFY1,RUFY2,SH3GL1,SH3GL2,SH3GL3,SH3GLB1,SH3GLB2,SMAD2,SMAD3,SMAP1,SMAP2,SMURF1,SMURF2,SNF8,SNX1,SNX12,SNX2,SNX3,SNX32,SNX4,SNX5,SNX6,SPART,SPG21,SRC,STAM,STAM2,TFRC,TGFBR1,TGFBR2,TRAF6,TSG101,USP8,VPS25,VPS26A,VPS26B,VPS28,VPS29,VPS35,VPS36,VPS37A,VPS37B,VPS37C,VPS37D,VPS45,VPS4A,VPS4B,VTA1,WASHC1,WASHC2C,WASHC3,WASHC4,WASHC5,WASL,WIPF1,WIPF2,WIPF3,WWP1,ZFYVE16,ZFYVE27,ZFYVE9"
"cfa04145"	126	"Phagosome"	"ACTB,ACTG1,ATP6V0A1,ATP6V0A2,ATP6V0A4,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0D2,ATP6V0E1,ATP6V0E2,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C1,ATP6V1C2,ATP6V1D,ATP6V1E1,ATP6V1E2,ATP6V1F,ATP6V1G1,ATP6V1G2,ATP6V1G3,ATP6V1H,C1R,C3,CALR,CANX,CD14,CD209,CD36,CLEC7A,COLEC11,COLEC12,COMP,CORO1A,CTSL3,CTSS,CTSV,CYBA,CYBB,DLA-12,DLA-64,DLA-79,DLA-DMA,DLA-DMB,DLA-DOA,DLA-DOB,DLA-DRA,DLA88,DYNC1H1,DYNC1I1,DYNC1I2,DYNC1LI1,DYNC1LI2,DYNC2H1,EEA1,FCAR,FCGR1A,FCGR2B,HGS,HLA-DRB1,ITGA2,ITGA5,ITGAM,ITGAV,ITGB1,ITGB2,ITGB3,ITGB5,LAMP1,LAMP2,M6PR,MARCO,MPO,MRC1,MRC2,MSR1,NCF1,NCF2,NCF4,NOS1,OLR1,PIK3C3,PIKFYVE,PLA2R1,RAB5A,RAB5B,RAB5C,RAB7A,RAB7B,RAC1,RILP,SCARB1,SEC22B,SEC61A1,SEC61A2,SEC61B,SEC61G,SFTPD,STX12,STX18,STX7,TAP1,TAP2,TCIRG1,TFRC,THBS1,THBS2,THBS3,THBS4,TLR2,TLR4,TLR6,TUBA1C,TUBA4A,TUBA8,TUBAL3,TUBB,TUBB1,TUBB2A,TUBB3,TUBB4A,TUBB4B,TUBB6,VAMP3"
"cfa04146"	78	"Peroxisome"	"ABCD1,ABCD2,ABCD3,ABCD4,ACAA1,ACOT8,ACOX1,ACOX2,ACOX3,ACSL1,ACSL3,ACSL4,ACSL5,ACSL6,AGPS,AGXT,AMACR,BAAT,CAT,CRAT,CROT,DAO,DECR2,DHRS4,ECI2,EHHADH,EPHX2,FAR1,FAR2,GNPAT,GSTK1,HAO1,HAO2,HMGCL,HMGCLL1,HSD17B4,IDH1,IDH2,MLYCD,MPV17,MPV17L,MPV17L2,MVK,NOS2,NUDT12,NUDT19,NUDT7,PAOX,PECR,PEX1,PEX10,PEX11A,PEX11B,PEX11G,PEX12,PEX13,PEX14,PEX16,PEX19,PEX2,PEX26,PEX3,PEX5,PEX5L,PEX6,PEX7,PIPOX,PMVK,PRDX1,PRDX5,PXMP2,PXMP4,SCP2,SLC25A17,SLC27A2,SOD1,SOD2,XDH"
