"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0001702"	12	"gastrulation with mouth forming second"	"A gastrulation process in which the initial invagination becomes the anus and the mouth forms second."	"ACVR1,AMOT,CTNNB1,FRS2,LDB1,LHX1,PLPP3,RNF2,SMAD4,TENM4,UGDH,ZBTB17"
"GO:0001705"	1	"ectoderm formation"	"The formation of ectoderm during gastrulation."	"LHX1"
"GO:0001706"	1	"endoderm formation"	"The formation of the endoderm during gastrulation."	"LHX1"
"GO:0001707"	18	"mesoderm formation"	"The process that gives rise to the mesoderm. This process pertains to the initial formation of the structure from unspecified parts."	"ACVR1,ARMC5,BMPR1A,BMPR2,CRB2,EXT2,HAND1,NF2,PRKACA,PRKAR1A,SCX,SMAD3,SNAI1,SRF,TBX6,TLX2,TWSG1,WNT3"
"GO:0001708"	12	"cell fate specification"	"The process involved in the specification of cell identity. Once specification has taken place, a cell will be committed to differentiate down a specific pathway if left in its normal environment."	"CDON,CTNNB1,ITGB1,NOTCH1,POU1F1,PRDM14,PSEN1,SHH,SMO,SOX9,TBX1,TEAD4"
"GO:0001709"	10	"cell fate determination"	"A process involved in cell fate commitment. Once determination has taken place, a cell becomes committed to differentiate down a particular pathway regardless of its environment."	"BARHL2,CYP26B1,EBF2,GATA2,GATA3,HOXA2,NKX6-3,PROX1,PTCH1,PTCH2"
"GO:0001710"	3	"mesodermal cell fate commitment"	"The cell differentiation process that results in commitment of a cell to become part of the mesoderm."	"NANOG,POU5F1,SMAD1"
"GO:0001711"	6	"endodermal cell fate commitment"	"The cell differentiation process that results in commitment of a cell to become part of the endoderm."	"CTNNB1,CTR9,LEO1,PAF1,POU5F1,RTF1"
"GO:0001712"	2	"ectodermal cell fate commitment"	"The cell differentiation process that results in commitment of a cell to become part of the ectoderm."	"ETS2,POU5F1"
"GO:0001714"	2	"endodermal cell fate specification"	"The cell fate determination process that results in a cell becoming capable of differentiating autonomously into an endoderm cell in an environment that is neutral with respect to the developmental pathway; upon specification, the cell fate can be reversed."	"HNF1B,SOX17"
"GO:0001731"	2	"formation of translation preinitiation complex"	"The joining of the small ribosomal subunit, ternary complex, and mRNA."	"DHX29,MCTS1"
"GO:0001732"	12	"formation of cytoplasmic translation initiation complex"	"Joining of the large subunit, with release of IF2/eIF2 and IF3/eIF3. This leaves the functional ribosome at the AUG, with the methionyl/formyl-methionyl-tRNA positioned at the P site."	"EIF3B,EIF3C,EIF3D,EIF3E,EIF3F,EIF3G,EIF3H,EIF3I,EIF3J,EIF3K,EIF3L,EIF3M"
"GO:0001736"	11	"establishment of planar polarity"	"Coordinated organization of groups of cells in the plane of an epithelium, such that they all orient to similar coordinates."	"CPLANE1,EXOC5,FZD3,GRHL3,IFT20,INTU,PTK7,RPGRIP1L,TP63,TTC8,WNT5A"
"GO:0001738"	3	"morphogenesis of a polarized epithelium"	"The morphogenetic process in which the anatomical structures of a polarized epithelium are generated and organized. A polarized epithelium is an epithelium where the epithelial sheet is oriented with respect to the planar axis."	"ACTG1,AHI1,TRAF3IP1"
"GO:0001754"	2	"eye photoreceptor cell differentiation"	"The process in which a relatively unspecialized cell acquires the specialized features of a photoreceptor cell, as found in the eye, the primary visual organ of most organisms."	"AGTPBP1,STAT3"
"GO:0001755"	17	"neural crest cell migration"	"The characteristic movement of cells from the dorsal ridge of the neural tube to a variety of locations in a vertebrate embryo."	"ACVR1,ALX1,EDN3,EDNRB,EFNB1,ERBB4,GBX2,HIF1A,HTR2B,ISL1,OVOL2,PHACTR4,RET,SHH,SMO,SOX8,TBX1"
"GO:0001756"	34	"somitogenesis"	"The formation of mesodermal clusters that are arranged segmentally along the anterior posterior axis of an embryo."	"ABI1,ATM,AXIN2,BMPR1A,CRB2,EP300,FOXB1,FOXC2,FOXF1,KAT2A,LEF1,LFNG,LOC485469,MIB1,MSGN1,MYF5,MYF6,NKX3-1,NLE1,PALB2,PAX1,PLXNA2,POFUT1,POGLUT1,PSEN1,RBPJ,ROR2,SEMA3C,SMAD3,TCAP,TCF15,TP53,WNT5A,XRCC2"
"GO:0001757"	3	"somite specification"	"The process in which individual somites establish identity during embryogenesis."	"COBL,DLL1,MEOX1"
"GO:0001759"	9	"organ induction"	"The interaction of two or more cells or tissues that causes them to change their fates and specify the development of an organ."	"FGF1,FGF10,FGF8,FRS2,GDNF,HOXA11,HOXC11,SIX1,SPRY1"
"GO:0001763"	3	"morphogenesis of a branching structure"	"The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes."	"PRDM1,SETD2,TCF21"
"GO:0001764"	65	"neuron migration"	"The characteristic movement of an immature neuron from germinal zones to specific positions where they will reside as they mature."	"ACAP3,ALKBH1,ASCL1,ASPM,ATOH1,AXL,BARHL1,BARHL2,BAX,BBS1,CCR4,CDK5R1,CDK5R2,CELSR1,CELSR2,CEP85L,CHL1,CRK,CRKL,CTNNB1,DCC,DCLK1,DCX,DISC1,DRGX,ELP3,FAT3,FYN,FZD3,GAS6,GATA3,GFRA3,GPM6A,ITGA3,KIAA0319,KIRREL3,LRP12,MDGA1,NDEL1,NDN,NKX6-1,NR2F2,NR4A2,NTN1,NTRK2,PAFAH1B1,PCM1,PEX5,PEX7,PHOX2B,POMGNT2,PSEN1,RAC1,RAPGEF2,SATB2,SDCCAG8,SRF,TBX20,TITF1,TLX3,TOP2B,TRIM46,TUBGCP2,UNK,VAX1"
"GO:0001765"	3	"membrane raft assembly"	"The aggregation, arrangement and bonding together of a set of components to form a membrane raft, a small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalizes cellular processes."	"DHRS13,EMP2,RFTN1"
"GO:0001766"	1	"membrane raft polarization"	"The clustering and aggregation of membrane rafts at a single cellular pole during activation of particular cell types, such as lymphocytes."	"DOCK2"
"GO:0001768"	7	"establishment of T cell polarity"	"The directed orientation of T cell signaling molecules and associated membrane rafts towards a chemokine gradient or a contact point with antigen presenting cell."	"CCL19,CRTAM,CYP26B1,DOCK2,MYH9,SCRIB,TRAF3IP2"
"GO:0001771"	7	"immunological synapse formation"	"The formation of an area of close contact between a lymphocyte (T-, B-, or natural killer cell) and a target cell through the clustering of particular signaling and adhesion molecules and their associated membrane rafts on both the lymphocyte and target cell, which facilitates activation of the lymphocyte, transfer of membrane from the target cell to the lymphocyte, and in some situations killing of the target cell through release of secretory granules and/or death-pathway ligand-receptor interaction."	"CD6,CD81,DLG1,DOCK2,DOCK8,MSN,PRF1"
"GO:0001774"	7	"microglial cell activation"	"The change in morphology and behavior of a microglial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."	"AGER,APP,C1QA,C5AR1,IFNG,SNCA,TNF"
"GO:0001775"	4	"cell activation"	"A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."	"CCL3,E2R960,TLR2,TLR6"
"GO:0001776"	1	"leukocyte homeostasis"	"The process of regulating the proliferation and elimination of cells of the immune system such that the total number of cells of a particular cell type within a whole or part of an organism is stable over time in the absence of an outside stimulus."	"NKX2-3"
"GO:0001777"	1	"T cell homeostatic proliferation"	"The non-specific expansion of T cell populations within a whole or part of an organism to reach to a total number of T cells which will then remain stable over time in the absence of an external stimulus."	"BAX"
"GO:0001778"	9	"plasma membrane repair"	"The resealing of a cell plasma membrane after cellular wounding due to, for instance, mechanical stress."	"ARL8B,CAV3,MYH2,MYH9,RAB3A,SMPD1,SYT11,SYTL4,TRIM72"
"GO:0001779"	12	"natural killer cell differentiation"	"The process in which a relatively unspecialized cell acquires the specialized features of a natural killer cell."	"HECTD1,KAT7,MERTK,NFIL3,PBX1,PTPRC,SLAMF1,SP3,STAT5B,TOX,TYRO3,ZNF683"
"GO:0001780"	4	"neutrophil homeostasis"	"The process of regulating the proliferation and elimination of neutrophils such that the total number of neutrophils within a whole or part of an organism is stable over time in the absence of an outside stimulus."	"JAM3,PDE4B,SH2B3,SLC37A4"
"GO:0001782"	14	"B cell homeostasis"	"The process of regulating the proliferation and elimination of B cells such that the total number of B cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."	"BAK1,BAX,BCL2,CASP3,DOCK11,FOXP3,LYN,NCKAP1L,PKN1,RC3H1,RC3H2,SOS1,SOS2,TRAF3IP2"
"GO:0001783"	5	"B cell apoptotic process"	"Any apoptotic process in a B cell, a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."	"BAK1,BCL10,CRKL,PKN1,TRAF3IP2"
"GO:0001787"	2	"natural killer cell proliferation"	"The expansion of a natural killer cell population by cell division."	"ELF4,SLAMF1"
"GO:0001788"	1	"antibody-dependent cellular cytotoxicity"	"Cytolysis of target cells by natural killer cells, eosinophils, neutrophils, monocytes, or macrophages following engagement of antibodies bound to the target cells by Fc receptors on the effector cells."	"FCGR1A"
"GO:0001798"	3	"positive regulation of type IIa hypersensitivity"	"Any process that activates or increases the frequency, rate or extent of type IIa hypersensitivity, a type of inflammatory response."	"C3,FCER1G,FCGR1A"
"GO:0001805"	2	"positive regulation of type III hypersensitivity"	"Any process that activates or increases the frequency, rate or extent of type III hypersensitivity, a type of inflammatory response."	"FCER1G,FCGR1A"
"GO:0001806"	1	"type IV hypersensitivity"	"An inflammatory response driven by T cell recognition of processed soluble or cell-associated antigens leading to cytokine release and leukocyte activation."	"EPHB6"
"GO:0001807"	1	"regulation of type IV hypersensitivity"	"Any process that modulates the frequency, rate, or extent of type IV hypersensitivity, a type of inflammatory response."	"FUT7"
"GO:0001808"	1	"negative regulation of type IV hypersensitivity"	"Any process that stops, prevents, or reduces the rate of type IV hypersensitivity, a type of inflammatory response."	"IL20RB"
"GO:0001809"	1	"positive regulation of type IV hypersensitivity"	"Any process that activates or increases the frequency, rate or extent of type IV hypersensitivity, a type of inflammatory response."	"ZP3"
"GO:0001812"	1	"positive regulation of type I hypersensitivity"	"Any process that activates or increases the frequency, rate or extent of type I hypersensitivity, a type of inflammatory response."	"FCER1G"
"GO:0001817"	17	"regulation of cytokine production"	"Any process that modulates the frequency, rate, or extent of production of a cytokine."	"CCN4,ELF1,F11R,GATA3,GPAM,IQGAP1,JPH4,LITAF,LOC491698,LRRC19,LYN,MAP2K3,SOCS1,TLR10,TLR2,UBASH3A,ZNF287"
"GO:0001818"	17	"negative regulation of cytokine production"	"Any process that stops, prevents, or reduces the rate of production of a cytokine."	"ATP2B1,BTK,BTN2A2,GPNMB,HDAC9,LGR4,LRRC32,MERTK,N4BP1,NDRG2,NPTN,PTGER4,RNF128,SLC11A1,SRGN,TIA1,TWSG1"
"GO:0001819"	23	"positive regulation of cytokine production"	"Any process that activates or increases the frequency, rate or extent of production of a cytokine."	"A0A5F4BVC7,ADRA2A,AGPAT2,CADM1,CLEC4E,FGR,HILPDA,HTR2B,IL10,IL26,IRAK3,ITK,KAT2A,LURAP1,NFAM1,PELI1,PLA2R1,PTGER4,SCAMP5,SOD1,TLR5,TMF1,WNT3A"
"GO:0001822"	63	"kidney development"	"The process whose specific outcome is the progression of the kidney over time, from its formation to the mature structure. The kidney is an organ that filters the blood and/or excretes the end products of body metabolism in the form of urine."	"ACE,ADAMTS1,ADAMTS6,AGT,AGTR1,ANKS6,AP1B1,AP2B1,ARID5B,ARL3,BAG6,BAX,BICC1,BMP10,BMP6,C1GALT1,CC2D2A,CENPF,CNTRL,CPLANE1,DYNC2H1,FREM2,GATA3,GLI2,GREB1L,HSPB11,IFT20,IFT27,ITGA8,JMJD6,LHX1,LRP2,LRP4,MME,NLE1,OVOL1,PCSK5,PKHD1,PLXND1,PRDM1,PROX1,PTCD2,PTK7,RHOA,RPGRIP1L,RRM2B,SGPL1,SIX1,SNX17,STRA6,TBC1D32,TFAP2B,TGFBR1,TIPARP,TNS2,TRAF3IP1,TRAF3IP2,TREX1,TSC1,UPK3A,WFS1,WNT5A,ZBTB14"
"GO:0001823"	5	"mesonephros development"	"The process whose specific outcome is the progression of the mesonephros over time, from its formation to the mature structure. In mammals, the mesonephros is the second of the three embryonic kidneys to be established and exists only transiently. In lower vertebrates such as fish and amphibia, the mesonephros will form the mature kidney."	"FGF10,GATA3,OSR2,PAX8,ZBTB16"
"GO:0001824"	12	"blastocyst development"	"The process whose specific outcome is the progression of the blastocyst over time, from its formation to the mature structure. The mammalian blastocyst is a hollow ball of cells containing two cell types, the inner cell mass and the trophectoderm."	"CAPN2,EMG1,HNF1A,HORMAD1,LOC489591,MED21,NEK2,PSMC4,RPL13,SPIC,TGFBR1,XAB2"
"GO:0001825"	13	"blastocyst formation"	"The initial formation of a blastocyst from a solid ball of cells known as a morula."	"ACTL6A,FURIN,GABPA,MFN2,MFNG,PNLDC1,RRP7,RTN4,SKIL,SUPT6H,TJP1,WDR74,ZP3"
"GO:0001826"	3	"inner cell mass cell differentiation"	"The process in which a relatively unspecialized cell acquires specialized features of an inner cell mass cell."	"CTR9,HNF1B,NLE1"
"GO:0001827"	2	"inner cell mass cell fate commitment"	"The cell fate commitment of precursor cells that will become inner cell mass cells."	"LATS1,PRDM14"
"GO:0001828"	2	"inner cell mass cellular morphogenesis"	"The morphogenesis of cells in the inner cell mass."	"LATS1,SOX17"
"GO:0001829"	14	"trophectodermal cell differentiation"	"The process in which a relatively unspecialized cell acquires the specialized features of a trophectoderm cell."	"ADA,BYSL,CDX2,CITED2,CNOT1,CNOT3,CTR9,HAND1,HOPX,JUNB,POU5F1,RBM46,SP3,YAP1"
"GO:0001830"	1	"trophectodermal cell fate commitment"	"The cell fate commitment of precursor cells that will become trophectoderm cells."	"TEAD4"
"GO:0001831"	1	"trophectodermal cellular morphogenesis"	"The morphogenesis of trophectoderm cells."	"NODAL"
"GO:0001832"	6	"blastocyst growth"	"An increase in size of a blastocyst due to expansion of the blastocoelic cavity cell shape changes and cell proliferation."	"CTR9,NBN,POU5F1,RAD51B,RTF1,ZNF830"
"GO:0001833"	11	"inner cell mass cell proliferation"	"The proliferation of cells in the inner cell mass."	"BRCA2,COPS2,GINS1,GINS4,NCAPG2,NDEL1,PALB2,SALL4,SBDS,TAF8,ZPR1"
"GO:0001834"	1	"trophectodermal cell proliferation"	"The proliferation of cells in the trophectoderm."	"ZPR1"
"GO:0001835"	21	"blastocyst hatching"	"The hatching of the cellular blastocyst from the zona pellucida."	"AKAP3,ARHGDIG,BCOR,CCDC62,CMTM3,CTR9,FBLL1,LPAR6,NDUFA2,NECAB1,PEMT,PHF6,PLPP4,PPP4R4,RBBP8,SLC25A34,SLC35E2B,SMARCB1,ST8SIA6,STMN3,ZFP14"
"GO:0001836"	10	"release of cytochrome c from mitochondria"	"The process that results in the movement of cytochrome c from the mitochondrial intermembrane space into the cytosol, which is part of the apoptotic signaling pathway and leads to caspase activation."	"BAD,BAK1,BAX,BCL2,BCL2L1,DNM1L,MFF,PMAIP1,SFN,TP53"
"GO:0001837"	21	"epithelial to mesenchymal transition"	"A transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."	"CUL7,DDX17,DDX5,DLG5,EPB41L5,FAM83D,FGFR1,GSK3B,HIF1A,LEF1,LOXL2,LOXL3,NOTCH4,PPP3R1,RFLNB,SNAI2,SOX9,TGFB1,TGFB2,WNT11,WNT5A"
"GO:0001838"	1	"embryonic epithelial tube formation"	"The morphogenesis of an embryonic epithelium into a tube-shaped structure."	"RET"
"GO:0001839"	3	"neural plate morphogenesis"	"The process in which the anatomical structures of the neural plate are generated and organized. The neural plate is a specialized region of columnar epithelial cells in the dorsal ectoderm that will give rise to nervous system tissue."	"EPB41L5,FGF8,TBXT"
"GO:0001840"	1	"neural plate development"	"The process whose specific outcome is the progression of the neural plate over time, from its formation to the mature structure. The neural plate is a flat, thickened layer of ectodermal cells. The underlying dorsal mesoderm signals the ectodermal cells above it to elongate into columnar neural plate cells. The neural plate subsequently develops into the neural tube, which gives rise to the central nervous system."	"CTNNB1"
"GO:0001841"	5	"neural tube formation"	"The formation of a tube from the flat layer of ectodermal cells known as the neural plate. This will give rise to the central nervous system."	"IFT52,MIB1,SOX4,STK3,STK4"
"GO:0001842"	2	"neural fold formation"	"The process in which the neural fold is formed. The edges of the neural plate thicken and move up to form a U-shaped structure called the neural groove."	"NODAL,OVOL2"
"GO:0001843"	54	"neural tube closure"	"The last step in the formation of the neural tube, where the paired neural folds are brought together and fuse at the dorsal midline."	"ABL1,ADM,APAF1,ARHGAP35,B9D2,BCL10,BMP4,BRD2,CC2D2A,CITED2,COBL,FZD3,GLMN,HECTD1,IFT172,IFT57,KAT2A,KDM6A,KIF20B,LHX2,LIAS,LRP2,MED12,MKS1,MTHFD1L,MTHFR,PHACTR4,PLXNB2,PRICKLE1,PRKACA,PRKACB,PTCH1,RALA,RARA,RARG,RGMA,RPS7,SALL4,SCRIB,SEC24B,SEMA4C,SETD2,SHROOM3,SPINT1,SPINT2,ST14,SUFU,TBXT,TEAD2,TRAF6,TRIM71,TSC1,TULP3,VASP"
"GO:0001844"	1	"protein insertion into mitochondrial membrane involved in apoptotic signaling pathway"	"The process in which a protein is incorporated into a mitochondrial membrane as the initial phase of the mitochondrial membrane permeabilization that takes place in the apoptotic signaling pathway."	"BAX"
"GO:0001845"	3	"phagolysosome assembly"	"The process that results in the fusion of a phagosome, a vesicle formed by phagocytosis, with a lysosome."	"CORO1A,MYO7A,P2RX7"
"GO:0001865"	1	"NK T cell differentiation"	"The process in which a precursor cell type acquires the specialized features of a NK T cell."	"ZBTB7B"
"GO:0001866"	2	"NK T cell proliferation"	"The expansion of a NK T cell population by cell division."	"ELF4,IL15"
"GO:0001867"	2	"complement activation, lectin pathway"	"Any process involved in the activation of any of the steps of the lectin pathway of the complement cascade which allows for the direct killing of microbes and the regulation of other immune processes."	"COLEC11,MBL2"
"GO:0001869"	1	"negative regulation of complement activation, lectin pathway"	"Any process that stops, prevents, or reduces the rate of complement activation by the lectin pathway."	"SERPING1"
"GO:0001878"	3	"response to yeast"	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a yeast species."	"ELANE,MPO,PTX3"
"GO:0001880"	1	"Mullerian duct regression"	"The process in which the Mullerian ducts, primordia of the oviducts, uterus and upper vagina, undergo regression in male embryos."	"BMPR1A"
"GO:0001881"	7	"receptor recycling"	"The process that results in the return of receptor molecules to an active state and an active cellular location after they have been stimulated by a ligand. An active state is when the receptor is ready to receive a signal."	"ALS2,ARFGEF2,EHD3,LMTK2,NSG1,RAB11B,REP15"
"GO:0001885"	2	"endothelial cell development"	"The progression of an endothelial cell over time, from its formation to the mature structure."	"GPX1,VEZF1"
"GO:0001886"	6	"endothelial cell morphogenesis"	"The change in form (cell shape and size) that occurs during the differentiation of an endothelial cell."	"ARHGEF26,HEG1,HOXA13,MET,PLOD3,STC1"
"GO:0001889"	28	"liver development"	"The process whose specific outcome is the progression of the liver over time, from its formation to the mature structure. The liver is an exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes."	"ACADM,ADA,ARF6,CDK5RAP3,CITED2,COBL,ELK1,HGF,HLX,HNF1A,JARID2,LSR,MAN2A1,MED1,NODAL,NOTCH1,ONECUT1,ONECUT2,PDX1,PTCD2,RB1CC1,RELA,RHBDD3,RPGRIP1L,SMAD3,SP3,UPF2,ZMPSTE24"
"GO:0001890"	18	"placenta development"	"The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."	"ADA,ADAM19,ALKBH1,BIRC2,CCDC134,CCNF,CDKN1B,CUL7,DLX3,HNF1A,HSD17B2,HSP90AB1,HTRA1,LHX3,LHX4,MAP3K4,PPARD,RPS6"
"GO:0001892"	14	"embryonic placenta development"	"The embryonically driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."	"ARNT,BPTF,CEBPB,CITED2,CSF2,EPAS1,GATA2,HIF1A,HSF1,MED1,NODAL,PDGFB,PKD2,SP3"
"GO:0001893"	8	"maternal placenta development"	"Maternally driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."	"AKT1,BMPR2,DAZAP1,LDOC1,NODAL,NR2F2,PRDM1,STOX2"
"GO:0001894"	14	"tissue homeostasis"	"A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function."	"ACACA,CD34,COL11A2,COL2A1,HOXA13,PRLH,RB1,SCX,SOX9,STK11,TP53INP2,TRIM32,WWTR1,YAP1"
"GO:0001895"	9	"retina homeostasis"	"A tissue homeostatic process involved in the maintenance of an internal equilibrium within the retina of the eye, including control of cellular proliferation and death and control of metabolic function."	"AIPL1,BBS1,CCDC66,CDH3,POC1B,RPE65,SOD1,WDR36,WHRN"
"GO:0001906"	1	"cell killing"	"Any process in an organism that results in the killing of its own cells or those of another organism, including in some cases the death of the other organism. Killing here refers to the induction of death in one cell by another cell, not cell-autonomous death due to internal or other environmental conditions."	"C9"
"GO:0001909"	1	"leukocyte mediated cytotoxicity"	"The directed killing of a target cell by a leukocyte."	"STXBP2"
"GO:0001913"	4	"T cell mediated cytotoxicity"	"The directed killing of a target cell by a T cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors."	"CTSC,CTSH,EMP2,PRF1"
"GO:0001914"	1	"regulation of T cell mediated cytotoxicity"	"Any process that modulates the frequency, rate, or extent of T cell mediated cytotoxicity."	"AGER"
"GO:0001915"	4	"negative regulation of T cell mediated cytotoxicity"	"Any process that stops, prevents, or reduces the rate of T cell mediated cytotoxicity."	"IL7R,KLRD1,PPP3CB,PTPRC"
"GO:0001916"	9	"positive regulation of T cell mediated cytotoxicity"	"Any process that activates or increases the frequency, rate or extent of T cell mediated cytotoxicity."	"B2M,CYRIB,DLA-DRA,IL12A,IL12B,IL23A,P2RX7,PTPRC,STX7"
"GO:0001919"	2	"regulation of receptor recycling"	"Any process that modulates the frequency, rate, or extent of receptor recycling."	"ACHE,TBC1D16"
"GO:0001920"	2	"negative regulation of receptor recycling"	"Any process that stops, prevents, or reduces the rate of receptor recycling."	"AP1AR,OPTN"
"GO:0001921"	9	"positive regulation of receptor recycling"	"Any process that activates or increases the frequency, rate or extent of receptor recycling."	"BVES,ECE1,INPP5F,NSF,PSEN1,RAB29,RAMP3,SCRIB,SNCA"
"GO:0001922"	4	"B-1 B cell homeostasis"	"The process of regulating the proliferation and elimination of B cells of the B-1 subset such that the total number of B-1 B cells within a whole or part of an organism is stable over time in the absence of an outside stimulus. B-1 B cells are a distinct subset of B cells characterized as being CD5 positive, found predominantly in the peritoneum, pleural cavities, and spleen, and enriched for self-reactivity."	"ABL1,HIF1A,SH2B2,TNFAIP3"
"GO:0001923"	2	"B-1 B cell differentiation"	"The process in which a hemopoietic stem cell acquires the specialized features of a B-1 B cell. B-1 B cells are a distinct subset of B cells characterized as being CD5 positive, found predominantly in the peritoneum, pleural cavities, and spleen, and enriched for self-reactivity."	"CD19,MALT1"
"GO:0001932"	22	"regulation of protein phosphorylation"	"Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."	"APOA1,ARR3,CDH5,FER,FN1,FNIP1,FSHR,HSPB1,ITPKB,LOX,NOP53,PLXNB2,PML,PPP1R9B,RAD51,ROPN1,SMPD3,STAT2,TADA2A,TLR7,TLR9,WNT9B"
"GO:0001933"	37	"negative regulation of protein phosphorylation"	"Any process that stops, prevents or reduces the rate of addition of phosphate groups to amino acids within a protein."	"ANGPT1,ATG14,B9D2,C11H9orf72,CACTIN,CD109,CRKL,CTDSP1,CTDSP2,CTDSPL,DNAJC10,FBLN1,INPP5K,KIRREL2,KLHL31,LOC100855913,LRRK2,MICAL1,NIBAN1,NTRK3,OCLN,PARD6A,PBK,PID1,PIP5KL1,PLPP3,PRKDC,PRKN,PRNP,PRR5L,SH3GL2,SLIT2,TERF2IP,TGFB1,TRAF3IP1,XDH,ZC3H12A"
"GO:0001934"	63	"positive regulation of protein phosphorylation"	"Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."	"ADTRP,AKT2,ARRB1,ATG14,AXIN2,B9D2,BRAT1,C3,CAMKK2,CARD14,CCND1,CDON,CLDN19,CLDN3,CLIP3,CLN3,CRYAA,CSNK1D,DVL1,E2R469,EPHA7,F2,FAXDC2,FIZ1,FLCN,FLOT1,FLT4,FNIP1,GPER1,HDAC3,HIPK2,HSPA2,ILK,KDR,LEPR,LIMK2,MAVS,MMP9,MUSK,MYDGF,NIBAN1,NKX3-1,ODAM,PDE8A,PLAUR,PROM2,PRR5,PRR5L,RAC1,RALBP1,ROCK2,RSPO1,SEMA7A,SLCO3A1,SOX9,TEK,TESK1,TGFB1,THPO,TMEM119,TNF,VEGFA,WDFY2"
"GO:0001935"	11	"endothelial cell proliferation"	"The multiplication or reproduction of endothelial cells, resulting in the expansion of a cell population. Endothelial cells are thin flattened cells which line the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."	"APOA1,BMPR2,CD34,DLG1,ERN1,LOXL2,NOX5,PRKX,PROK2,SCARB1,THAP1"
"GO:0001936"	4	"regulation of endothelial cell proliferation"	"Any process that modulates the frequency, rate, or extent of endothelial cell proliferation."	"ALDH1A2,FUT1,LEP,TIE1"
"GO:0001937"	21	"negative regulation of endothelial cell proliferation"	"Any process that stops, prevents, or reduces the rate or extent of endothelial cell proliferation."	"ACVRL1,AIMP1,ALOX5,APOE,APOH,ATP5IF1,CAV2,GDF2,GHRL,NF1,NR2F2,PRL,PTPRM,SPARC,STAT1,SULF1,SYNJ2BP,TGFBR1,TNF,VASH1,XDH"
"GO:0001938"	38	"positive regulation of endothelial cell proliferation"	"Any process that activates or increases the rate or extent of endothelial cell proliferation."	"ACVRL1,AKT1,BMP2,BMP4,BMP6,BMPR2,CAV2,CCL24,CCL26,CCR3,CDH13,ECM1,EGF,EGR3,EMC10,F3,FLT4,GDF2,HMGB2,HTR2B,IL10,KDR,LRG1,NRAS,PDGFB,PIK3CD,PLXNB3,PRKCA,PRKD1,PRKD2,PROX1,SCG2,STAT5A,TGFBR1,THBS4,VEGFA,WNT5A,ZNF580"
"GO:0001941"	2	"postsynaptic membrane organization"	"A process which results in the assembly, arrangement of constituent parts, or disassembly of a postsynaptic membrane, the specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft)."	"CHRNB1,GDNF"
"GO:0001942"	25	"hair follicle development"	"The process whose specific outcome is the progression of the hair follicle over time, from its formation to the mature structure. A hair follicle is a tube-like opening in the epidermis where the hair shaft develops and into which the sebaceous glands open."	"ALX4,APCDD1,CD109,CELSR1,DNASE1L2,DSG1,EDAR,FOXN1,FZD3,INHBA,LDB1,LDB2,LGR4,LGR5,LHX2,LRP4,RELA,SAV1,SOS1,SOX18,SOX9,TGFB2,TNFRSF19,ZDHHC21,ZMPSTE24"
"GO:0001944"	6	"vasculature development"	"The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."	"NODAL,RIC8A,STK11,TCF21,TMEM231,ZFAND5"
"GO:0001945"	4	"lymph vessel development"	"The process whose specific outcome is the progression of a lymph vessel over time, from its formation to the mature structure."	"EFNB2,HEG1,SYK,TBX1"
